,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
209,2019-10-16_23-32-36,210,4456WD,DNEX-WD[S],s,0.065,0.065,-,-,15604,74692,0.060,0.065,20893,0.065,0.060
210,2019-10-16_23-32-36,211,7114,DNONCE,s,0.410,0.385,0.025,+6.49,2548,108,0.390,0.410,480,0.415,0.385
211,2019-10-16_23-32-36,212,7114WA,DNONCE-WA,s,0.145,0.145,-,-,70,280,0.145,0.150,1020,0.145,0.145
212,2019-10-16_23-32-36,213,5835,DOLMITE,s,0.165,0.165,-,-,1350,2057,0.160,0.180,600,0.165,0.165
213,2019-10-16_23-32-36,214,5265,DOLPHIN[S],s,0.100,0.100,-,-,181,250,0.095,0.100,2574,0.100,0.095
214,2019-10-16_23-32-36,215,5265WA,DOLPHIN-WA[S],s,-,0.020,-,-,-,6000,0.015,0.020,2860,-,-
215,2019-10-16_23-32-36,216,7169,DOMINAN[S],s,1.270,1.280,-0.010,-0.78,31,23,1.250,1.270,49,1.270,1.270
216,2019-10-16_23-32-36,217,7169WA,DOMINAN-WA[S],s,0.040,0.045,-0.005,-11.11,1502,100,0.030,0.040,68,0.040,0.030
217,2019-10-16_23-32-36,218,7148,DPHARMA[S],s,1.380,1.380,-,-,978,136,1.370,1.380,596,1.380,1.370
218,2019-10-16_23-32-36,219,7198,DPS[S],s,-,0.060,-,-,-,1300,0.055,0.060,8269,-,-
219,2019-10-16_23-32-36,220,7198WB,DPS-WB[S],s,-,0.025,-,-,-,22181,0.020,0.030,3450,-,-
220,2019-10-16_23-32-36,221,1619,DRBHCOM[S],s,2.350,2.390,-0.040,-1.67,21765,1726,2.350,2.360,285,2.400,2.350
221,2019-10-16_23-32-36,222,5216,DSONIC[S],s,0.950,0.950,-,-,81145,1214,0.950,0.955,650,0.965,0.925
222,2019-10-16_23-32-36,223,5216WA,DSONIC-WA[S],s,0.465,0.465,-,-,36470,706,0.460,0.470,3553,0.475,0.455
223,2019-10-16_23-32-36,224,7233,DUFU[S],s,3.060,3.130,-0.070,-2.24,17843,50,3.060,3.070,50,3.190,3.030
224,2019-10-16_23-32-36,225,3948,DUTALND,s,0.420,0.420,-,-,1961,2850,0.410,0.420,968,0.420,0.410
225,2019-10-16_23-32-36,226,7165,DWL[S],s,0.525,0.520,0.005,+0.96,2293,128,0.520,0.525,7,0.525,0.520
226,2019-10-16_23-32-36,227,7165PA,DWL-PA[S],s,0.185,0.175,0.010,+5.71,410,1000,0.175,0.185,1,0.185,0.180
227,2019-10-16_23-32-36,228,7165WA,DWL-WA[S],s,0.185,0.185,-,-,700,90,0.180,0.185,810,0.185,0.180
228,2019-10-16_23-32-36,229,5178,DYNACIA,s,0.080,0.080,-,-,5801,175775,0.075,0.080,25,0.080,0.075
229,2019-10-16_23-32-36,230,5178PA,DYNACIA-PA,s,0.045,0.045,-,-,1480,6910,0.045,0.050,890,0.045,0.045
230,2019-10-16_23-32-36,231,5178WA,DYNACIA-WA,s,0.030,0.035,-0.005,-14.29,200,2800,0.030,0.035,14889,0.030,0.030
231,2019-10-16_23-32-36,232,3417,E&O[S],s,0.650,0.670,-0.020,-2.99,7901,2370,0.650,0.655,1030,0.670,0.650
232,2019-10-16_23-32-36,233,2097,EASTLND[S],s,0.090,0.080,0.010,+12.50,201,5829,0.080,0.090,1948,0.090,0.085
233,2019-10-16_23-32-36,234,5259,EATECH[S],s,0.400,0.400,-,-,13939,6206,0.395,0.400,408,0.405,0.395
234,2019-10-16_23-32-36,235,2143,ECM,s,0.240,0.240,-,-,7,870,0.240,0.275,2000,0.240,0.240
235,2019-10-16_23-32-36,236,3557,ECOFIRS[S],s,0.345,0.350,-0.005,-1.43,950,720,0.340,0.345,3148,0.350,0.340
236,2019-10-16_23-32-36,237,0059,ECOHLDS,s,-,0.190,-,-,-,1,0.190,0.205,900,-,-
237,2019-10-16_23-32-36,238,5253,ECONBHD[S],s,0.745,0.755,-0.010,-1.32,59168,2,0.745,0.750,7092,0.765,0.740
238,2019-10-16_23-32-36,239,5253WA,ECONBHD-WA[S],s,0.185,0.190,-0.005,-2.63,14497,1367,0.185,0.190,6009,0.190,0.185
239,2019-10-16_23-32-36,240,8206,ECOWLD[S],s,0.660,0.650,0.010,+1.54,76718,3068,0.655,0.660,2736,0.665,0.645
240,2019-10-16_23-32-36,241,8206WA,ECOWLD-WA[S],s,0.150,0.155,-0.005,-3.23,1212,274,0.150,0.155,1864,0.155,0.145
241,2019-10-16_23-32-36,242,5036,EDARAN[S],s,0.435,0.430,0.005,+1.16,3335,351,0.430,0.435,387,0.450,0.430
242,2019-10-16_23-32-36,243,7471,EDEN,s,0.135,0.140,-0.005,-3.57,22120,3152,0.135,0.140,16330,0.140,0.135
243,2019-10-16_23-32-36,244,7471WB,EDEN-WB,s,0.045,0.045,-,-,2900,1000,0.045,0.050,7449,0.045,0.045
244,2019-10-16_23-32-36,245,1368,EDGENTA[S],s,3.330,3.350,-0.020,-0.60,1467,20,3.310,3.400,14,3.360,3.330
245,2019-10-16_23-32-36,246,0064,EFFICEN,s,0.175,0.170,0.005,+2.94,489,41,0.175,0.180,802,0.175,0.170
246,2019-10-16_23-32-36,247,0065,EFORCE[S],s,0.645,0.650,-0.005,-0.77,63238,49,0.640,0.645,2411,0.655,0.635
247,2019-10-16_23-32-36,248,8907,EG[S],s,0.405,0.400,0.005,+1.25,17539,261,0.405,0.410,410,0.415,0.395
248,2019-10-16_23-32-36,249,8907PA,EG-PA,s,-,0.405,-,-,-,200,0.395,0.415,100,-,-
249,2019-10-16_23-32-36,250,8907WC,EG-WC[S],s,0.085,0.080,0.005,+6.25,1526,594,0.080,0.085,450,0.085,0.075
250,2019-10-16_23-32-36,251,5081,EIG[S],s,0.560,0.525,0.035,+6.67,130,300,0.540,0.560,10,0.560,0.560
251,2019-10-16_23-32-36,252,5208,EITA[S],s,-,1.380,-,-,-,23,1.370,1.400,10,-,-
252,2019-10-16_23-32-36,253,7182,EKA[S],s,0.050,0.050,-,-,55,160,0.045,0.050,2500,0.050,0.050
253,2019-10-16_23-32-36,254,8877,EKOVEST[S],s,0.790,0.810,-0.020,-2.47,247688,9971,0.790,0.795,3851,0.815,0.785
254,2019-10-16_23-32-36,255,9016,EKSONS[S],s,0.740,0.745,-0.005,-0.67,93,38,0.715,0.740,53,0.740,0.715
255,2019-10-16_23-32-36,256,5228,ELKDESA,s,1.640,1.650,-0.010,-0.61,1517,1147,1.630,1.640,162,1.650,1.630
256,2019-10-16_23-32-36,257,0090,ELSOFT[S],s,1.010,1.010,-,-,22832,1258,1.000,1.010,2020,1.030,1.000
257,2019-10-16_23-32-36,258,7217,EMETALL[S],s,0.355,0.350,0.005,+1.43,465,15,0.350,0.355,280,0.355,0.350
258,2019-10-16_23-32-36,259,9091,EMICO[S],s,0.160,0.150,0.010,+6.67,205,1100,0.150,0.160,1250,0.160,0.155
259,2019-10-16_23-32-36,260,6076,ENCORP,s,-,0.290,-,-,-,64,0.275,0.290,20,-,-
260,2019-10-16_23-32-36,261,7149,ENGKAH[S],s,-,1.030,-,-,-,30,0.885,1.030,107,-,-
261,2019-10-16_23-32-36,262,5056,ENGTEX[S],s,0.585,0.585,-,-,4725,100,0.580,0.585,7,0.600,0.575
262,2019-10-16_23-32-36,263,8613,ENRA[S],s,-,1.200,-,-,-,60,1.140,1.200,81,-,-
263,2019-10-16_23-32-36,264,7773,EPMB[S],s,-,0.370,-,-,-,100,0.325,0.370,58,-,-
264,2019-10-16_23-32-36,265,6815,EUPE[S],s,-,0.630,-,-,-,100,0.615,0.630,434,-,-
265,2019-10-16_23-32-36,266,7208,EURO[S],s,0.100,0.090,0.010,+11.11,302,10,0.095,0.100,898,0.100,0.095
266,2019-10-16_23-32-36,267,7094,EUROSP[S],s,0.390,0.360,0.030,+8.33,390,5,0.390,0.400,61,0.390,0.360
267,2019-10-16_23-32-36,268,5101,EVERGRN[S],s,0.265,0.260,0.005,+1.92,2513,1307,0.260,0.265,41,0.265,0.260
268,2019-10-16_23-32-36,269,7249,EWEIN[S],s,0.620,0.615,0.005,+0.81,16198,50,0.620,0.625,357,0.630,0.615
269,2019-10-16_23-32-36,270,7249WB,EWEIN-WB[S],s,0.190,0.190,-,-,10536,1421,0.190,0.195,3600,0.200,0.190
270,2019-10-16_23-32-36,271,5283,EWINT,s,0.760,0.775,-0.015,-1.94,12060,225,0.755,0.760,586,0.775,0.750
271,2019-10-16_23-32-36,272,5283WA,EWINT-WA,s,0.110,0.115,-0.005,-4.35,28318,100,0.110,0.115,6933,0.120,0.105
272,2019-10-16_23-32-36,273,3689,F&N[S],s,35.040,34.480,0.560,+1.62,4131,48,34.740,35.040,41,35.040,34.480
273,2019-10-16_23-32-36,274,2984,FACBIND,s,-,1.290,-,-,-,30,1.250,1.280,80,-,-
274,2019-10-16_23-32-36,275,7047,FAJAR[S],s,0.360,0.365,-0.005,-1.37,4066,1973,0.355,0.360,321,0.370,0.355
275,2019-10-16_23-32-36,276,5029,FAREAST[S],s,2.650,2.680,-0.030,-1.12,100,20,2.500,2.800,32,2.650,2.650
276,2019-10-16_23-32-36,277,6041,FARLIM,s,-,0.340,-,-,-,2,0.335,0.340,977,-,-
277,2019-10-16_23-32-36,278,7229,FAVCO[S],s,2.640,2.670,-0.030,-1.12,617,298,2.640,2.650,1746,2.680,2.640
278,2019-10-16_23-32-36,279,2755,FCW,s,0.610,0.620,-0.010,-1.61,50,47,0.610,-,-,0.610,0.610
279,2019-10-16_23-32-36,280,5222,FGV[S],s,1.110,1.040,0.070,+6.73,279378,960,1.110,1.120,3963,1.110,1.020
280,2019-10-16_23-32-36,281,6939,FIAMMA[S],s,-,0.490,-,-,-,50,0.490,0.495,272,-,-
281,2019-10-16_23-32-36,282,0149,FIBON,s,0.370,0.340,0.030,+8.82,231,50,0.350,0.370,219,0.370,0.340
282,2019-10-16_23-32-36,283,8605,FIHB[S],s,0.360,0.365,-0.005,-1.37,726,601,0.355,0.360,125,0.360,0.355
283,2019-10-16_23-32-36,284,8605PA,FIHB-PA[S],s,-,0.095,-,-,-,300,0.060,0.095,499,-,-
284,2019-10-16_23-32-36,285,8605PB,FIHB-PB[S],s,-,0.075,-,-,-,1100,0.050,-,-,-,-
285,2019-10-16_23-32-36,286,3107,FIMACOR[S],s,1.750,1.740,0.010,+0.57,140,110,1.740,1.760,100,1.750,1.730
286,2019-10-16_23-32-36,287,9318,FITTERS[S],s,0.385,0.390,-0.005,-1.28,53219,4968,0.380,0.385,1687,0.390,0.375
287,2019-10-16_23-32-36,288,5197,FLBHD,s,1.200,1.180,0.020,+1.69,2753,170,1.200,1.210,360,1.220,1.180
288,2019-10-16_23-32-36,289,5277,FPGROUP[S],s,0.475,0.435,0.040,+9.20,262646,7688,0.470,0.475,1448,0.480,0.435
289,2019-10-16_23-32-36,290,9172,FPI[S],s,1.580,1.600,-0.020,-1.25,4677,271,1.580,1.600,35,1.610,1.580
290,2019-10-16_23-32-36,291,7210,FREIGHT[S],s,0.610,0.610,-,-,532,300,0.610,0.615,373,0.615,0.610
291,2019-10-16_23-32-36,292,0128,FRONTKN[S],s,1.800,1.760,0.040,+2.27,97385,2301,1.790,1.800,1590,1.820,1.760
292,2019-10-16_23-32-36,293,9377,FSBM,Ss,-,0.095,-,-,-,-,-,-,-,-,-
293,2019-10-16_23-32-36,294,9377WA,FSBM-WA,Ss,-,0.025,-,-,-,-,-,-,-,-,-
294,2019-10-16_23-32-36,295,7184,G3,s,3.560,3.500,0.060,+1.71,5443,45,3.560,3.570,10,3.640,3.490
295,2019-10-16_23-32-36,296,7184WA,G3-WA,s,3.400,3.350,0.050,+1.49,40,100,3.350,3.490,5,3.500,3.400
296,2019-10-16_23-32-36,297,9261,GADANG[S],s,0.680,0.690,-0.010,-1.45,12770,2005,0.680,0.685,917,0.695,0.680
297,2019-10-16_23-32-36,298,9261WB,GADANG-WB[S],s,0.210,0.215,-0.005,-2.33,8404,1875,0.210,0.215,2187,0.215,0.210
298,2019-10-16_23-32-36,299,5398,GAMUDA[S],s,3.790,3.790,-,-,39002,332,3.770,3.790,10943,3.810,3.770
299,2019-10-16_23-32-36,300,5398WE,GAMUDA-WE[S],s,0.260,0.265,-0.005,-1.89,5332,6,0.260,0.265,400,0.270,0.255
300,2019-10-16_23-32-36,301,5209,GASMSIA[S],s,2.820,2.820,-,-,56,156,2.820,2.840,202,2.820,2.820
301,2019-10-16_23-32-36,302,5226,GBGAQRS[S],s,1.330,1.350,-0.020,-1.48,13807,204,1.320,1.330,4092,1.370,1.320
302,2019-10-16_23-32-36,303,5226WB,GBGAQRS-WB[S],s,0.380,0.395,-0.015,-3.80,15089,397,0.380,0.385,1000,0.400,0.380
303,2019-10-16_23-32-36,304,5102,GCB,s,4.580,4.650,-0.070,-1.51,4967,219,4.580,4.590,50,4.690,4.550
304,2019-10-16_23-32-36,305,5592,GCE,s,0.500,0.500,-,-,1510,190,0.500,0.500,10,0.500,0.475
305,2019-10-16_23-32-36,306,0078,GDEX[S],s,0.300,0.285,0.015,+5.26,137879,10000,0.295,0.300,6260,0.305,0.290
306,2019-10-16_23-32-36,307,0078WB,GDEX-WB[S],s,0.025,0.025,-,-,38535,15701,0.020,0.025,935,0.030,0.025
307,2019-10-16_23-32-36,308,4715,GENM,s,3.060,3.030,0.030,+0.99,104909,865,3.060,3.070,2699,3.080,3.030
308,2019-10-16_23-32-36,309,2291,GENP[S],s,10.000,9.880,0.120,+1.21,2478,750,9.980,10.000,292,10.000,9.800
309,2019-10-16_23-32-36,310,3182,GENTING,s,5.800,5.720,0.080,+1.40,62448,5,5.780,5.800,160,5.820,5.740
310,2019-10-16_23-32-36,311,7197,GESHEN[S],s,0.500,0.460,0.040,+8.70,240,15,0.500,0.505,20,0.500,0.490
311,2019-10-16_23-32-36,312,5079,GETS[S],s,0.175,0.175,-,-,10928,4,0.170,0.175,4860,0.175,0.170
312,2019-10-16_23-32-36,313,0021,GHLSYS[S],s,1.380,1.380,-,-,3383,211,1.380,1.390,977,1.390,1.370
313,2019-10-16_23-32-36,314,3204,GKENT[S],s,1.030,1.070,-0.040,-3.74,47123,355,1.030,1.050,1461,1.080,1.030
314,2019-10-16_23-32-36,315,7382,GLBHD,s,0.410,0.430,-0.020,-4.65,110,10,0.410,0.425,60,0.410,0.400
315,2019-10-16_23-32-36,316,5020,GLOMAC[S],s,0.365,0.360,0.005,+1.39,431,230,0.360,0.365,401,0.365,0.355
316,2019-10-16_23-32-36,317,5220,GLOTEC[S],s,0.365,0.365,-,-,18053,400,0.360,0.370,750,0.370,0.365
317,2019-10-16_23-32-36,318,5220WA,GLOTEC-WA[S],s,0.055,0.055,-,-,359,1426,0.055,0.065,1882,0.060,0.055
318,2019-10-16_23-32-36,319,9962,GMUTUAL[S],s,0.260,0.255,0.005,+1.96,230,100,0.260,0.265,100,0.260,0.250
319,2019-10-16_23-32-36,320,1147,GOB,s,0.190,0.190,-,-,380,760,0.190,0.200,1945,0.190,0.190
320,2019-10-16_23-32-36,321,1147WA,GOB-WA,s,-,0.005,-,-,-,-,-,0.005,9292,-,-
321,2019-10-16_23-32-36,322,7192,GOODWAY[S],s,0.220,0.210,0.010,+4.76,18580,2400,0.215,0.220,130,0.225,0.215
322,2019-10-16_23-32-36,323,2135,GOPENG[S],s,0.640,0.710,-0.070,-9.86,61,15,0.645,0.710,145,0.710,0.640
323,2019-10-16_23-32-36,324,7096,GPA,s,0.105,0.100,0.005,+5.00,550,100,0.105,0.110,170,0.105,0.105
324,2019-10-16_23-32-36,325,7096WA,GPA-WA,s,-,0.045,-,-,-,24068,0.040,0.045,2936,-,-
325,2019-10-16_23-32-36,326,0082,GPACKET,s,0.750,0.750,-,-,179812,11243,0.745,0.750,532,0.770,0.745
326,2019-10-16_23-32-36,327,0082WB,GPACKET-WB,s,0.310,0.315,-0.005,-1.59,305223,1297355,0.310,0.315,122242,0.320,0.310
327,2019-10-16_23-32-36,328,5649,GPHAROS[S],s,0.180,0.180,-,-,20,180,0.180,0.230,200,0.180,0.180
328,2019-10-16_23-32-36,329,0056,GRANFLO[S],s,0.275,0.280,-0.005,-1.79,1465,2450,0.270,0.275,730,0.280,0.275
329,2019-10-16_23-32-36,330,0136,GREENYB[S],s,0.125,0.125,-,-,405,5,0.120,0.125,1115,0.125,0.120
330,2019-10-16_23-32-36,331,7077,GSB,s,0.175,0.180,-0.005,-2.78,1470,1110,0.175,0.180,5897,0.180,0.175
331,2019-10-16_23-32-36,332,7022,GTRONIC[S],s,2.070,2.150,-0.080,-3.72,82382,7780,2.070,2.080,350,2.200,2.040
332,2019-10-16_23-32-36,333,3247,GUH[S],s,-,0.485,-,-,-,370,0.475,0.500,230,-,-
333,2019-10-16_23-32-36,334,7676,GUNUNG,s,0.325,0.325,-,-,63,470,0.295,0.325,711,0.325,0.295
334,2019-10-16_23-32-36,335,7676WB,GUNUNG-WB,s,0.035,0.035,-,-,1022,18,0.035,0.040,1667,0.040,0.035
335,2019-10-16_23-32-36,336,1503,GUOCO,s,0.655,0.660,-0.005,-0.76,256,249,0.655,0.660,66,0.680,0.655
336,2019-10-16_23-32-36,337,7668,HAIO,s,2.370,2.300,0.070,+3.04,2535,50,2.350,2.370,30,2.370,2.310
337,2019-10-16_23-32-36,338,7253,HANDAL[S],s,0.365,0.365,-,-,1200,1176,0.360,0.370,1395,0.370,0.365
338,2019-10-16_23-32-36,339,3034,HAPSENG,s,9.930,9.830,0.100,+1.02,3832,28,9.890,9.940,370,9.940,9.790
339,2019-10-16_23-32-36,340,2062,HARBOUR[S],s,0.630,0.610,0.020,+3.28,15,49,0.590,0.635,15,0.645,0.590
340,2019-10-16_23-32-36,341,2062WC,HARBOUR-WC[S],s,-,0.030,-,-,-,1000,0.025,0.100,390,-,-
341,2019-10-16_23-32-36,342,5008,HARISON,s,3.620,3.630,-0.010,-0.28,10,18,3.630,3.700,11,3.620,3.620
342,2019-10-16_23-32-36,343,7501,HARNLEN[S],s,-,0.615,-,-,-,2,0.555,0.610,150,-,-
343,2019-10-16_23-32-36,344,7501WB,HARNLEN-WB[S],s,0.100,0.070,0.030,+42.86,125,180,0.075,0.090,200,0.100,0.070
344,2019-10-16_23-32-36,345,5168,HARTA[S],s,5.240,5.250,-0.010,-0.19,40537,764,5.230,5.240,318,5.250,5.210
345,2019-10-16_23-32-36,346,5187,HBGLOB,s,0.100,0.110,-0.010,-9.09,37611,2348,0.100,0.105,11058,0.115,0.095
346,2019-10-16_23-32-36,347,7105,HCK[S],s,1.230,1.220,0.010,+0.82,2285,55,1.220,1.230,1001,1.230,1.220
347,2019-10-16_23-32-36,348,7105WA,HCK-WA[S],s,-,0.235,-,-,-,600,0.230,0.240,300,-,-
348,2019-10-16_23-32-36,349,3255,HEIM,s,25.200,25.020,0.180,+0.72,925,226,25.200,25.300,17,25.320,25.100
349,2019-10-16_23-32-36,350,5121,HEKTAR,s,0.975,0.995,-0.020,-2.01,1751,458,0.975,0.980,3436,0.995,0.975
350,2019-10-16_23-32-36,351,4324,HENGYUAN[S],s,4.470,4.450,0.020,+0.45,5210,150,4.450,4.470,345,4.590,4.460
351,2019-10-16_23-32-36,352,5095,HEVEA[S],s,0.525,0.510,0.015,+2.94,9193,242,0.525,0.530,679,0.530,0.505
352,2019-10-16_23-32-36,353,5095WB,HEVEA-WB[S],s,-,0.230,-,-,-,250,0.240,0.390,200,-,-
353,2019-10-16_23-32-36,354,5151,HEXTAR[S],s,0.680,0.675,0.005,+0.74,534,12,0.670,0.680,474,0.680,0.670
354,2019-10-16_23-32-36,355,3298,HEXZA,s,0.765,0.760,0.005,+0.66,1578,25,0.755,0.765,322,0.770,0.760
355,2019-10-16_23-32-36,356,5072,HIAPTEK[S],s,0.185,0.185,-,-,47752,26914,0.185,0.190,329,0.195,0.185
356,2019-10-16_23-32-36,357,5072WB,HIAPTEK-WB[S],s,0.045,0.040,0.005,+12.50,15477,13185,0.040,0.045,6535,0.045,0.040
357,2019-10-16_23-32-36,358,5199,HIBISCS[S],s,0.960,0.965,-0.005,-0.52,65300,25121,0.960,0.965,4578,0.975,0.960
358,2019-10-16_23-32-36,359,5199WC,HIBISCS-WC[S],s,0.275,0.280,-0.005,-1.79,22465,9269,0.270,0.275,1876,0.285,0.270
359,2019-10-16_23-32-36,360,7033,HIGHTEC[S],s,-,1.030,-,-,-,5,1.000,1.030,20,-,-
360,2019-10-16_23-32-36,361,8443,HIL,s,0.525,0.530,-0.005,-0.94,575,350,0.515,0.525,18,0.540,0.525
361,2019-10-16_23-32-36,362,8443WB,HIL-WB,s,-,0.180,-,-,-,100,0.155,0.180,150,-,-
362,2019-10-16_23-32-36,363,5819,HLBANK,s,16.840,16.540,0.300,+1.81,19504,142,16.800,16.840,4253,16.940,16.500
363,2019-10-16_23-32-36,364,5274,HLCAP,Ss,-,9.600,-,-,-,-,-,-,-,-,-
364,2019-10-16_23-32-36,365,1082,HLFG,s,16.480,16.240,0.240,+1.48,1231,22,16.440,16.480,592,16.500,16.220
365,2019-10-16_23-32-36,366,3301,HLIND,s,10.400,10.460,-0.060,-0.57,156,218,10.400,10.440,6,10.500,10.320
366,2019-10-16_23-32-36,367,5169,HOHUP[S],s,0.500,0.500,-,-,3178,200,0.500,0.505,690,0.505,0.495
367,2019-10-16_23-32-36,368,5165,HOKHENG[S],s,0.620,0.640,-0.020,-3.13,798,32,0.605,0.620,148,0.635,0.600
368,2019-10-16_23-32-36,369,5160,HOMERIZ[S],s,0.655,0.650,0.005,+0.77,1703,1078,0.650,0.655,36,0.655,0.650
369,2019-10-16_23-32-36,370,5160WA,HOMERIZ-WA[S],s,0.020,0.020,-,-,209,599,0.020,0.025,9303,0.025,0.020
370,2019-10-16_23-32-36,371,5160WB,HOMERIZ-WB[S],s,0.190,0.190,-,-,4248,6196,0.185,0.190,54,0.195,0.190
371,2019-10-16_23-32-36,372,7010,HOOVER[S],s,0.530,0.575,-0.045,-7.83,13,37,0.530,0.570,100,0.530,0.530
372,2019-10-16_23-32-36,373,5291,HPMT,s,0.350,0.350,-,-,16554,46,0.350,0.355,600,0.355,0.345
373,2019-10-16_23-32-36,374,6238,HSL[S],s,1.330,1.330,-,-,786,1782,1.330,1.360,33,1.340,1.330
374,2019-10-16_23-32-36,375,5138,HSPLANT[S],s,1.470,1.460,0.010,+0.68,1037,1,1.470,1.480,185,1.470,1.470
375,2019-10-16_23-32-36,376,0185,HSSEB[S],s,0.795,0.810,-0.015,-1.85,8268,720,0.790,0.795,1187,0.820,0.785
376,2019-10-16_23-32-36,377,0185WA,HSSEB-WA[S],s,0.165,0.170,-0.005,-2.94,1910,841,0.165,0.170,3,0.165,0.165
377,2019-10-16_23-32-36,378,5028,HTPADU[S],s,1.080,1.100,-0.020,-1.82,14534,117,1.080,1.090,450,1.120,1.060
378,2019-10-16_23-32-36,379,2739,HUAAN[S],s,0.145,0.150,-0.005,-3.33,126483,40926,0.140,0.145,6567,0.155,0.140
379,2019-10-16_23-32-36,380,5062,HUAYANG[S],s,0.340,0.335,0.005,+1.49,1063,320,0.325,0.340,677,0.340,0.330
380,2019-10-16_23-32-36,381,7013,HUBLINE[S],s,0.050,0.045,0.005,+11.11,8361,123009,0.045,0.050,124378,0.050,0.045
381,2019-10-16_23-32-36,382,7013WA,HUBLINE-WA[S],s,-,0.005,-,-,-,-,-,0.005,170679,-,-
382,2019-10-16_23-32-36,383,7013WB,HUBLINE-WB[S],s,0.005,0.005,-,-,4667,-,-,0.005,6101,0.005,0.005
383,2019-10-16_23-32-36,384,7013WC,HUBLINE-WC[S],s,-,0.025,-,-,-,117100,0.015,0.025,23507,-,-
384,2019-10-16_23-32-36,385,5000,HUMEIND,s,1.060,1.070,-0.010,-0.93,6386,150,1.060,1.070,50,1.090,1.060
385,2019-10-16_23-32-36,386,5024,HUPSENG[S],s,0.900,0.905,-0.005,-0.55,1754,401,0.900,0.905,31,0.905,0.900
386,2019-10-16_23-32-36,387,8478,HWATAI[S],s,0.255,0.300,-0.045,-15.00,157,160,0.250,0.260,84,0.260,0.255
387,2019-10-16_23-32-36,388,9601,HWGB[S],s,0.075,0.075,-,-,237,1063,0.075,0.080,5676,0.080,0.075
388,2019-10-16_23-32-36,389,9601WD,HWGB-WD[S],s,0.020,0.015,0.005,+33.33,75,525,0.015,0.020,1000,0.020,0.020
389,2019-10-16_23-32-36,390,4251,IBHD[S],s,0.300,0.300,-,-,990,825,0.295,0.300,2808,0.300,0.295
390,2019-10-16_23-32-36,391,5084,IBRACO[S],s,-,0.530,-,-,-,400,0.525,0.555,72,-,-
391,2019-10-16_23-32-36,392,5108,ICAP,s,2.420,2.410,0.010,+0.41,965,150,2.390,2.450,10,2.420,2.380
392,2019-10-16_23-32-36,393,5255,ICON[S],s,0.040,0.040,-,-,6911,4369,0.040,0.045,121625,0.040,0.040
393,2019-10-16_23-32-36,394,9113,ICONIC[S],s,0.330,0.325,0.005,+1.54,29593,2554,0.325,0.330,2560,0.335,0.325
394,2019-10-16_23-32-36,395,9687,IDEAL[S],s,1.360,1.390,-0.030,-2.16,1636,40,1.360,1.390,50,1.420,1.360
395,2019-10-16_23-32-36,396,9687WB,IDEAL-WB[S],s,0.390,0.370,0.020,+5.41,2655,7,0.370,0.390,474,0.390,0.360
396,2019-10-16_23-32-36,397,5606,IGBB,s,-,2.790,-,-,-,30,2.730,2.790,1261,-,-
397,2019-10-16_23-32-36,398,5606PA,IGBB-PA,s,-,1.220,-,-,-,284,1.220,1.580,1,-,-
398,2019-10-16_23-32-36,399,5606PB,IGBB-PB,s,-,3.000,-,-,-,40,3.000,-,-,-,-
399,2019-10-16_23-32-36,400,5227,IGBREIT,s,1.930,1.960,-0.030,-1.53,24117,20018,1.930,1.940,4831,1.980,1.930
400,2019-10-16_23-32-36,401,5225,IHH[S],s,5.700,5.630,0.070,+1.24,14629,528,5.680,5.700,4876,5.710,5.610
401,2019-10-16_23-32-36,402,3336,IJM[S],s,2.220,2.260,-0.040,-1.77,34728,2740,2.200,2.220,5295,2.260,2.200
402,2019-10-16_23-32-36,403,2216,IJMPLNT[S],s,1.500,1.500,-,-,1063,182,1.490,1.520,100,1.500,1.490
403,2019-10-16_23-32-36,404,5268,IKHMAS[S],s,0.085,0.090,-0.005,-5.56,30698,28693,0.085,0.090,3842,0.095,0.085
404,2019-10-16_23-32-36,405,5614,ILB,s,-,0.345,-,-,-,319,0.330,0.370,305,-,-
405,2019-10-16_23-32-36,406,7222,IMASPRO[S],s,2.170,2.170,-,-,3687,20,2.050,2.180,354,2.170,2.160
406,2019-10-16_23-32-36,407,7243,IMPIANA[S],s,0.025,0.025,-,-,204159,558212,0.025,0.030,408993,0.030,0.025
407,2019-10-16_23-32-36,408,0166,INARI[S],s,1.970,1.990,-0.020,-1.01,139498,2155,1.970,1.980,950,2.020,1.970
408,2019-10-16_23-32-36,409,0166WB,INARI-WB[S],s,1.460,1.460,-,-,125,100,1.440,1.460,100,1.460,1.460
409,2019-10-16_23-32-36,410,2607,INCKEN[S],s,-,0.605,-,-,-,10,0.605,0.610,180,-,-
410,2019-10-16_23-32-36,411,6262,INNO[S],s,0.635,0.630,0.005,+0.79,50,40,0.600,0.635,3,0.635,0.635
411,2019-10-16_23-32-36,412,3379,INSAS,s,0.815,0.815,-,-,5199,1047,0.810,0.815,187,0.820,0.810
412,2019-10-16_23-32-36,413,3379PA,INSAS-PA,s,0.985,1.020,-0.035,-3.43,8,46,0.985,1.020,540,1.000,0.985
413,2019-10-16_23-32-36,414,3379WB,INSAS-WB,s,0.035,0.035,-,-,2464,2452,0.030,0.035,859,0.035,0.030
414,2019-10-16_23-32-36,415,0192,INTA[S],s,0.265,0.265,-,-,9272,3178,0.265,0.270,5444,0.265,0.265
