,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
16,2019-10-16_23-32-36,17,5198,AFUJIYA[S],s,-,0.550,-,-,-,50,0.500,0.530,50,-,-
17,2019-10-16_23-32-36,18,7315,AHB[S],s,0.120,0.120,-,-,780,1838,0.120,0.125,2260,0.120,0.120
18,2019-10-16_23-32-36,19,7090,AHEALTH[S],s,2.200,2.230,-0.030,-1.35,764,83,2.200,2.240,36,2.250,2.200
19,2019-10-16_23-32-36,20,4952,AHP,s,0.775,0.795,-0.020,-2.52,121,82,0.775,0.800,10,0.805,0.775
20,2019-10-16_23-32-36,21,5099,AIRASIA,s,1.900,1.840,0.060,+3.26,98270,23,1.890,1.900,16729,1.900,1.860
21,2019-10-16_23-32-36,22,5014,AIRPORT,s,8.700,8.790,-0.090,-1.02,8682,133,8.670,8.700,8739,8.760,8.640
22,2019-10-16_23-32-36,23,2682,AISB[S],s,0.245,0.220,0.025,+11.36,124,100,0.220,0.240,118,0.245,0.245
23,2019-10-16_23-32-36,24,2658,AJI[S],s,15.720,15.660,0.060,+0.38,278,3,15.700,15.720,32,16.000,15.680
24,2019-10-16_23-32-36,25,7609,AJIYA[S],s,0.420,0.405,0.015,+3.70,2651,1900,0.415,0.425,200,0.420,0.405
25,2019-10-16_23-32-36,26,7609WA,AJIYA-WA[S],s,-,0.055,-,-,-,635,0.055,0.065,1300,-,-
26,2019-10-16_23-32-36,27,5115,ALAM[S],s,0.095,0.095,-,-,70697,36986,0.090,0.095,40186,0.095,0.090
27,2019-10-16_23-32-36,28,5115WA,ALAM-WA[S],s,0.045,0.045,-,-,18305,126724,0.040,0.045,2745,0.045,0.045
28,2019-10-16_23-32-36,29,5116,ALAQAR[S],s,1.470,1.480,-0.010,-0.68,33,81,1.470,1.490,156,1.480,1.470
29,2019-10-16_23-32-36,30,2674,ALCOM[S],s,0.455,0.445,0.010,+2.25,71,37,0.455,0.470,20,0.455,0.450
30,2019-10-16_23-32-36,31,1163,ALLIANZ,s,13.800,13.880,-0.080,-0.58,83,510,13.800,13.880,125,14.020,13.800
31,2019-10-16_23-32-36,32,1163PA,ALLIANZ-PA,s,13.800,14.000,-0.200,-1.43,62,37,13.660,-,-,13.800,13.800
32,2019-10-16_23-32-36,33,5269,ALSREIT[S],s,0.860,0.885,-0.025,-2.82,63,42,0.860,0.870,19,0.885,0.860
33,2019-10-16_23-32-36,34,1015,AMBANK,s,3.900,3.830,0.070,+1.83,22756,500,3.890,3.900,39,3.900,3.830
34,2019-10-16_23-32-36,35,5293,AME[S],s,1.660,1.680,-0.020,-1.19,94581,1950,1.650,1.660,602,1.740,1.600
35,2019-10-16_23-32-36,36,0159,AMEDIA[S],Ss,-,0.135,-,-,-,-,-,-,-,-,-
36,2019-10-16_23-32-36,37,5120,AMFIRST,s,0.490,0.485,0.005,+1.03,2070,619,0.485,0.490,1725,0.490,0.485
37,2019-10-16_23-32-36,38,1007,AMPROP[S],s,0.475,0.475,-,-,157,478,0.475,0.485,619,0.475,0.475
38,2019-10-16_23-32-36,39,1007PB,AMPROP-PB[S],s,-,0.435,-,-,-,200,0.435,0.540,240,-,-
39,2019-10-16_23-32-36,40,7031,AMTEL,s,-,0.615,-,-,-,181,0.615,-,-,-,-
40,2019-10-16_23-32-36,41,5959,AMVERTON[S],s,1.100,1.040,0.060,+5.77,375,100,1.080,1.130,250,1.100,1.070
41,2019-10-16_23-32-36,42,6351,AMWAY[S],s,5.600,5.620,-0.020,-0.36,572,1,5.590,5.600,205,5.640,5.600
42,2019-10-16_23-32-36,43,7083,ANALABS[S],s,-,1.100,-,-,-,140,1.100,1.150,200,-,-
43,2019-10-16_23-32-36,44,4758,ANCOM[S],s,0.490,0.485,0.005,+1.03,506,49,0.485,0.490,649,0.490,0.480
44,2019-10-16_23-32-36,45,6556,ANNJOO[S],s,1.120,1.140,-0.020,-1.75,4113,765,1.110,1.130,164,1.140,1.110
45,2019-10-16_23-32-36,46,6556PA,ANNJOO-PA,s,-,0.380,-,-,-,417,0.380,0.485,268,-,-
46,2019-10-16_23-32-36,47,9342,ANZO[S],s,0.025,0.030,-0.005,-16.67,44108,260407,0.020,0.025,1662,0.030,0.025
47,2019-10-16_23-32-36,48,9342WA,ANZO-WA[S],s,-,0.005,-,-,-,-,-,0.005,49746,-,-
48,2019-10-16_23-32-36,49,9342WB,ANZO-WB[S],s,0.015,0.015,-,-,200,27952,0.015,0.020,2520,0.015,0.015
49,2019-10-16_23-32-36,50,9342WC,ANZO-WC[S],s,-,0.005,-,-,-,-,-,0.005,212115,-,-
50,2019-10-16_23-32-36,51,5568,APB[S],s,-,0.465,-,-,-,112,0.465,0.500,331,-,-
51,2019-10-16_23-32-36,52,5088,APEX,s,-,0.800,-,-,-,30,0.800,0.840,10,-,-
52,2019-10-16_23-32-36,53,5194,APFT[S],s,0.010,0.010,-,-,2800,499659,0.005,0.010,42183,0.010,0.010
53,2019-10-16_23-32-36,54,5015,APM[S],s,2.250,2.260,-0.010,-0.44,1179,6,2.250,2.260,100,2.260,2.240
54,2019-10-16_23-32-36,55,6432,APOLLO[S],s,3.880,3.870,0.010,+0.26,23,2,3.880,3.940,10,3.880,3.870
55,2019-10-16_23-32-36,56,7214,ARANK[S],s,0.510,0.500,0.010,+2.00,828,154,0.500,0.510,312,0.510,0.500
56,2019-10-16_23-32-36,57,7181,ARBB[S],s,0.345,0.320,0.025,+7.81,228983,5886,0.345,0.350,7262,0.355,0.325
57,2019-10-16_23-32-36,58,7181PA,ARBB-PA,s,0.135,0.115,0.020,+17.39,119278,9754,0.130,0.135,3150,0.140,0.120
58,2019-10-16_23-32-36,59,7007,ARK[S],s,-,0.255,-,-,-,50,0.250,0.500,161,-,-
59,2019-10-16_23-32-36,60,7007WB,ARK-WB[S],s,0.025,0.090,-0.065,-72.22,10,251,0.025,0.390,1,0.025,0.015
60,2019-10-16_23-32-36,61,5210,ARMADA,s,0.410,0.420,-0.010,-2.38,879366,136899,0.405,0.410,16611,0.425,0.410
61,2019-10-16_23-32-36,62,5127,ARREIT,s,0.765,0.765,-,-,748,727,0.765,0.770,163,0.770,0.765
62,2019-10-16_23-32-36,63,1481,ASB[S],s,0.135,0.130,0.005,+3.85,1897,3303,0.130,0.135,22403,0.135,0.130
63,2019-10-16_23-32-36,64,7722,ASIABRN[S],s,0.520,0.500,0.020,+4.00,54,20,0.480,0.520,46,0.520,0.520
64,2019-10-16_23-32-36,65,7129,ASIAFLE[S],s,-,2.350,-,-,-,40,2.330,2.360,10,-,-
65,2019-10-16_23-32-36,66,4057,ASIAPAC[S],s,0.115,0.115,-,-,4530,966,0.115,0.120,13963,0.115,0.115
66,2019-10-16_23-32-36,67,4057WB,ASIAPAC-WB[S],s,-,0.045,-,-,-,1340,0.035,0.045,879,-,-
67,2019-10-16_23-32-36,68,7162,ASTINO[S],s,-,0.665,-,-,-,95,0.660,0.685,100,-,-
68,2019-10-16_23-32-36,69,6399,ASTRO,s,1.380,1.430,-0.050,-3.50,22677,253,1.380,1.390,400,1.430,1.370
69,2019-10-16_23-32-36,70,8176,ATAIMS[S],s,1.480,1.470,0.010,+0.68,1236,119,1.470,1.480,10,1.480,1.460
70,2019-10-16_23-32-36,71,7048,ATLAN,s,-,4.180,-,-,-,10,4.070,4.180,109,-,-
71,2019-10-16_23-32-36,72,5130,ATRIUM,s,1.040,1.040,-,-,451,404,1.040,1.050,1510,1.040,1.040
72,2019-10-16_23-32-36,73,7099,ATTA[S],s,-,0.415,-,-,-,70,0.405,0.420,13,-,-
73,2019-10-16_23-32-36,74,7099PA,ATTA-PA,s,0.075,0.075,-,-,140,870,0.075,0.085,3300,0.075,0.075
74,2019-10-16_23-32-36,75,7099WB,ATTA-WB[S],s,-,0.050,-,-,-,1348,0.050,0.075,500,-,-
75,2019-10-16_23-32-36,76,7099WC,ATTA-WC[S],s,-,0.085,-,-,-,244,0.075,0.200,71,-,-
76,2019-10-16_23-32-36,77,8885,AVI[S],s,0.130,0.125,0.005,+4.00,2027,2031,0.125,0.130,999,0.130,0.125
77,2019-10-16_23-32-36,78,7579,AWC[S],s,0.620,0.585,0.035,+5.98,23377,265,0.615,0.620,1568,0.625,0.590
78,2019-10-16_23-32-36,79,7579WA,AWC-WA[S],s,0.180,0.155,0.025,+16.13,4767,100,0.175,0.180,50,0.180,0.155
79,2019-10-16_23-32-36,80,6888,AXIATA[S],s,4.240,4.240,-,-,52135,970,4.230,4.240,135,4.270,4.210
80,2019-10-16_23-32-36,81,5106,AXREIT[S],s,1.790,1.790,-,-,33041,7356,1.790,1.800,1066,1.800,1.780
81,2019-10-16_23-32-36,82,2305,AYER[S],s,-,4.000,-,-,-,20,3.880,4.100,5,-,-
82,2019-10-16_23-32-36,83,5021,AYS[S],s,0.285,0.300,-0.015,-5.00,741,621,0.285,0.295,280,0.295,0.285
83,2019-10-16_23-32-36,84,7078,AZRB[S],s,0.375,0.375,-,-,2475,41,0.375,0.380,630,0.375,0.370
84,2019-10-16_23-32-36,85,7078WA,AZRB-WA[S],s,-,0.175,-,-,-,250,0.155,0.175,220,-,-
85,2019-10-16_23-32-36,86,7251,BARAKAH[S],s,0.030,0.030,-,-,9513,42524,0.030,0.035,197177,0.030,0.030
86,2019-10-16_23-32-36,87,4162,BAT,s,20.200,18.800,1.400,+7.45,20535,1,20.100,20.200,12,20.200,19.000
87,2019-10-16_23-32-36,88,5248,BAUTO[S],s,2.200,2.150,0.050,+2.33,56252,13615,2.200,2.210,204,2.230,2.160
88,2019-10-16_23-32-36,89,6602,BCB,s,0.260,0.260,-,-,350,150,0.245,0.260,150,0.260,0.245
89,2019-10-16_23-32-36,90,6173,BDB[S],s,-,0.345,-,-,-,10,0.340,0.360,145,-,-
90,2019-10-16_23-32-36,91,5190,BENALEC,s,0.145,0.150,-0.005,-3.33,5999,9461,0.140,0.145,492,0.150,0.140
91,2019-10-16_23-32-36,92,9814,BERTAM[S],s,-,0.185,-,-,-,100,0.155,0.185,16,-,-
92,2019-10-16_23-32-36,93,8133,BHIC[S],s,1.300,1.280,0.020,+1.56,30,20,1.240,1.300,20,1.300,1.300
93,2019-10-16_23-32-36,94,7005,BIG[S],s,0.300,0.300,-,-,51,50,0.300,0.330,200,0.340,0.300
94,2019-10-16_23-32-36,95,5258,BIMB[S],s,4.150,4.180,-0.030,-0.72,4326,1,4.120,4.150,804,4.200,4.050
95,2019-10-16_23-32-36,96,5258WA,BIMB-WA[S],s,0.275,0.280,-0.005,-1.79,4926,10,0.275,0.280,490,0.290,0.275
96,2019-10-16_23-32-36,97,6998,BINTAI[S],s,0.120,0.120,-,-,360,10,0.120,0.125,4950,0.120,0.120
97,2019-10-16_23-32-36,98,6998WA,BINTAI-WA[S],s,0.020,0.020,-,-,503,500,0.015,0.020,7069,0.020,0.015
98,2019-10-16_23-32-36,99,5032,BIPORT[S],s,3.950,3.950,-,-,125,10,3.950,4.020,20,4.000,3.950
99,2019-10-16_23-32-36,100,3239,BJASSET,s,0.295,0.300,-0.005,-1.67,1140,650,0.295,0.300,50,0.300,0.295
100,2019-10-16_23-32-36,101,3239WB,BJASSET-WB,s,0.040,0.045,-0.005,-11.11,180,8470,0.040,0.050,379,0.045,0.040
101,2019-10-16_23-32-36,102,3395,BJCORP,s,0.240,0.235,0.005,+2.13,25845,89279,0.235,0.240,90323,0.240,0.235
102,2019-10-16_23-32-36,103,3395WB,BJCORP-WB,s,0.035,0.030,0.005,+16.67,160,5000,0.030,0.035,2209,0.035,0.030
103,2019-10-16_23-32-36,104,3395WC,BJCORP-WC,s,-,0.055,-,-,-,9500,0.045,0.055,6529,-,-
104,2019-10-16_23-32-36,105,5196,BJFOOD,s,1.400,1.420,-0.020,-1.41,413,11,1.400,1.410,40,1.420,1.400
105,2019-10-16_23-32-36,106,4219,BJLAND,s,0.200,0.195,0.005,+2.56,47371,2543,0.195,0.200,31385,0.200,0.195
106,2019-10-16_23-32-36,107,6025,BJMEDIA,s,-,0.245,-,-,-,95,0.195,0.300,60,-,-
107,2019-10-16_23-32-36,108,1562,BJTOTO,s,2.520,2.520,-,-,10461,1701,2.520,2.530,100,2.550,2.520
108,2019-10-16_23-32-36,109,1899,BKAWAN[S],s,15.620,15.740,-0.120,-0.76,2,9,15.620,15.700,24,15.700,15.620
109,2019-10-16_23-32-36,110,5069,BLDPLNT[S],s,-,5.720,-,-,-,30,5.260,5.750,50,-,-
110,2019-10-16_23-32-36,111,0168,BOILERM[S],s,0.620,0.615,0.005,+0.81,1168,88,0.605,0.620,723,0.635,0.605
111,2019-10-16_23-32-36,112,9288,BONIA[S],s,0.245,0.250,-0.005,-2.00,2077,677,0.240,0.250,80,0.250,0.245
112,2019-10-16_23-32-36,113,7036,BORNOIL[S],s,0.045,0.045,-,-,5218,1221623,0.040,0.045,142694,0.045,0.040
113,2019-10-16_23-32-36,114,7036WC,BORNOIL-WC[S],s,0.015,0.015,-,-,11202,142151,0.010,0.015,5600,0.015,0.010
114,2019-10-16_23-32-36,115,7036WD,BORNOIL-WD[S],s,0.020,0.020,-,-,566,19443,0.015,0.020,52422,0.020,0.015
115,2019-10-16_23-32-36,116,6297,BOXPAK,s,-,1.110,-,-,-,50,1.120,1.180,50,-,-
116,2019-10-16_23-32-36,117,6297WA,BOXPAK-WA,s,-,0.065,-,-,-,500,0.060,0.080,200,-,-
117,2019-10-16_23-32-36,118,5254,BPLANT[S],s,0.620,0.625,-0.005,-0.80,3971,426,0.615,0.620,1725,0.620,0.610
118,2019-10-16_23-32-36,119,5100,BPPLAS[S],s,1.000,1.020,-0.020,-1.96,200,190,1.000,1.020,138,1.010,1.000
119,2019-10-16_23-32-36,120,5932,BPURI[S],s,0.120,0.120,-,-,13073,580,0.120,0.125,21088,0.125,0.115
120,2019-10-16_23-32-36,121,9474,BRAHIMS[S],s,0.180,0.180,-,-,15018,1995,0.175,0.180,1665,0.180,0.175
121,2019-10-16_23-32-36,122,8761,BREM[S],s,0.790,0.790,-,-,500,3697,0.785,0.800,1067,0.790,0.790
122,2019-10-16_23-32-36,123,9938,BRIGHT,s,0.170,0.170,-,-,62,100,0.170,0.175,275,0.170,0.165
123,2019-10-16_23-32-36,124,7221,BSLCORP[S],s,0.325,0.320,0.005,+1.56,304,310,0.325,0.330,350,0.325,0.320
124,2019-10-16_23-32-36,125,2771,BSTEAD[S],s,0.980,0.965,0.015,+1.55,3372,986,0.970,0.980,754,0.980,0.965
125,2019-10-16_23-32-36,126,7188,BTM[S],s,0.085,0.095,-0.010,-10.53,500,1800,0.090,0.095,478,0.090,0.085
126,2019-10-16_23-32-36,127,7188WA,BTM-WA[S],s,-,0.005,-,-,-,-,-,0.005,2940,-,-
127,2019-10-16_23-32-36,128,7188WB,BTM-WB[S],s,-,0.035,-,-,-,499,0.035,0.055,300,-,-
128,2019-10-16_23-32-36,129,1818,BURSA[S],s,6.060,6.100,-0.040,-0.66,8011,104,6.060,6.080,2,6.120,6.050
129,2019-10-16_23-32-36,130,7174,CAB[S],s,0.455,0.470,-0.015,-3.19,8838,346,0.455,0.460,1450,0.480,0.455
130,2019-10-16_23-32-36,131,7174WA,CAB-WA[S],s,0.285,0.285,-,-,300,400,0.270,0.290,200,0.285,0.285
131,2019-10-16_23-32-36,132,7154,CAELY[S],s,0.450,0.440,0.010,+2.27,1078,21,0.445,0.450,61,0.450,0.440
132,2019-10-16_23-32-36,133,7154WA,CAELY-WA[S],s,0.260,0.255,0.005,+1.96,737,363,0.245,0.260,50,0.260,0.245
133,2019-10-16_23-32-36,134,7128,CAMRES[S],s,0.235,0.235,-,-,450,700,0.225,0.240,100,0.235,0.235
134,2019-10-16_23-32-36,135,5105,CANONE[S],s,3.200,3.190,0.010,+0.31,516,70,3.200,3.240,231,3.240,3.190
135,2019-10-16_23-32-36,136,5229,CAP,Ss,-,0.010,-,-,-,-,-,-,-,-,-
136,2019-10-16_23-32-36,137,5257,CARIMIN[S],s,1.280,1.310,-0.030,-2.29,69027,30,1.270,1.280,1248,1.330,1.230
137,2019-10-16_23-32-36,138,5245,CARING,s,2.200,2.200,-,-,1181,5,2.030,2.200,201,2.200,2.180
138,2019-10-16_23-32-36,139,2836,CARLSBG,s,27.200,27.180,0.020,+0.07,1524,63,27.200,27.240,76,27.360,27.180
139,2019-10-16_23-32-36,140,7076,CBIP[S],s,0.805,0.810,-0.005,-0.62,591,595,0.805,0.810,10,0.810,0.805
140,2019-10-16_23-32-36,141,7076WA,CBIP-WA[S],s,-,0.005,-,-,-,-,-,0.005,34188,-,-
141,2019-10-16_23-32-36,142,2925,CCB,s,1.330,1.320,0.010,+0.76,79,1,1.320,1.330,5,1.330,1.290
142,2019-10-16_23-32-36,143,7035,CCK[S],s,0.510,0.510,-,-,23834,2069,0.505,0.510,302,0.525,0.505
143,2019-10-16_23-32-36,144,7035WA,CCK-WA[S],s,0.095,0.095,-,-,14611,19395,0.090,0.095,1625,0.100,0.095
144,2019-10-16_23-32-36,145,2879,CCM[S],s,1.590,1.630,-0.040,-2.45,209,2,1.590,1.640,20,1.630,1.550
145,2019-10-16_23-32-36,146,5195,CENSOF[S],s,0.125,0.120,0.005,+4.17,1544,195,0.125,0.130,5863,0.125,0.125
146,2019-10-16_23-32-36,147,8982,CEPAT[S],s,-,0.500,-,-,-,20,0.500,0.520,222,-,-
147,2019-10-16_23-32-36,148,8435,CEPCO[S],s,-,0.530,-,-,-,20,0.495,0.530,99,-,-
148,2019-10-16_23-32-36,149,8044,CFM[S],s,-,1.110,-,-,-,35,1.110,1.300,150,-,-
149,2019-10-16_23-32-36,150,8052,CGB[S],s,-,0.525,-,-,-,100,0.450,-,-,-,-
150,2019-10-16_23-32-36,151,7209,CHEETAH[S],s,0.285,0.305,-0.020,-6.56,125,95,0.285,0.315,62,0.305,0.285
151,2019-10-16_23-32-36,152,7187,CHGP[S],s,0.285,0.280,0.005,+1.79,300,100,0.280,0.285,50,0.290,0.285
152,2019-10-16_23-32-36,153,7187WA,CHGP-WA[S],s,-,0.130,-,-,-,400,0.100,0.130,117,-,-
153,2019-10-16_23-32-36,154,5738,CHHB,s,1.400,1.390,0.010,+0.72,310,20,1.330,1.410,120,1.400,1.310
154,2019-10-16_23-32-36,155,5738WB,CHHB-WB,s,0.300,0.260,0.040,+15.38,99,1,0.300,0.350,55,0.300,0.250
155,2019-10-16_23-32-36,156,5273,CHINHIN[S],s,0.790,0.780,0.010,+1.28,1627,240,0.780,0.790,713,0.790,0.780
156,2019-10-16_23-32-36,157,1929,CHINTEK,s,6.300,6.300,-,-,10,10,6.300,6.440,10,6.300,6.300
157,2019-10-16_23-32-36,158,5007,CHINWEL[S],s,1.680,1.680,-,-,170,100,1.680,1.710,20,1.680,1.680
158,2019-10-16_23-32-36,159,5797,CHOOBEE[S],s,1.380,1.380,-,-,73,2,1.380,1.430,60,1.410,1.320
159,2019-10-16_23-32-36,160,7016,CHUAN[S],s,-,0.375,-,-,-,3,0.370,0.380,50,-,-
160,2019-10-16_23-32-36,161,2828,CIHLDG,s,1.520,1.530,-0.010,-0.65,70,1,1.510,1.580,32,1.520,1.520
161,2019-10-16_23-32-36,162,1023,CIMB,s,4.980,4.930,0.050,+1.01,79398,3124,4.930,4.980,204,4.980,4.900
162,2019-10-16_23-32-36,163,7117,CJCEN[S],s,0.395,0.390,0.005,+1.28,2431,50,0.390,0.395,10,0.395,0.385
163,2019-10-16_23-32-36,164,7018,CME[S],s,0.035,0.035,-,-,3091,269,0.035,0.040,9886,0.040,0.030
164,2019-10-16_23-32-36,165,7018WA,CME-WA[S],s,-,0.025,-,-,-,46300,0.025,0.030,9297,-,-
165,2019-10-16_23-32-36,166,5180,CMMT,s,1.040,1.060,-0.020,-1.89,5838,4293,1.030,1.050,1086,1.070,1.030
166,2019-10-16_23-32-36,167,2852,CMSB[S],s,2.410,2.430,-0.020,-0.82,3052,330,2.410,2.430,213,2.440,2.410
167,2019-10-16_23-32-36,168,7986,CNASIA[S],s,-,0.460,-,-,-,100,0.395,0.460,180,-,-
168,2019-10-16_23-32-36,169,5104,CNI[S],s,0.065,0.060,0.005,+8.33,2052,1,0.060,0.065,12223,0.065,0.060
169,2019-10-16_23-32-36,170,5188,CNOUHUA,s,0.040,0.045,-0.005,-11.11,700,47,0.040,0.045,16729,0.045,0.040
170,2019-10-16_23-32-36,171,5071,COASTAL,s,0.965,0.950,0.015,+1.58,996,8,0.965,0.970,315,0.970,0.950
171,2019-10-16_23-32-36,172,7205,COCOLND[S],s,-,1.960,-,-,-,10,1.940,2.030,20,-,-
172,2019-10-16_23-32-36,173,7195,COMCORP,s,-,0.070,-,-,-,200,0.060,0.075,489,-,-
173,2019-10-16_23-32-36,174,2127,COMFORT[S],s,0.770,0.760,0.010,+1.32,4457,25,0.770,0.775,557,0.770,0.755
174,2019-10-16_23-32-36,175,5136,COMPLET[S],s,0.680,0.690,-0.010,-1.45,220,189,0.680,0.710,20,0.700,0.680
175,2019-10-16_23-32-36,176,5037,COMPUGT[S],s,0.025,0.020,0.005,+25.00,1931,170,0.020,0.025,192403,0.025,0.020
176,2019-10-16_23-32-36,177,8591,CRESBLD[S],s,0.975,0.990,-0.015,-1.52,4351,10,0.970,0.975,165,1.010,0.965
177,2019-10-16_23-32-36,178,6718,CRESNDO[S],s,1.210,1.210,-,-,80,50,1.200,1.220,50,1.210,1.210
178,2019-10-16_23-32-36,179,7202,CSCENIC[S],s,1.000,1.000,-,-,30,499,1.000,1.020,233,1.000,1.000
179,2019-10-16_23-32-36,180,5094,CSCSTEL[S],s,0.995,0.995,-,-,585,203,0.990,0.995,45,1.000,0.995
180,2019-10-16_23-32-36,181,0051,CUSCAPI[S],s,0.170,0.165,0.005,+3.03,9792,27360,0.165,0.170,6715,0.175,0.170
181,2019-10-16_23-32-36,182,5049,CVIEW[S],s,-,1.310,-,-,-,25,1.240,1.650,30,-,-
182,2019-10-16_23-32-36,183,9423,CWG[S],s,0.405,0.450,-0.045,-10.00,221,50,0.410,0.450,100,0.445,0.405
183,2019-10-16_23-32-36,184,7157,CYL[S],s,0.385,0.395,-0.010,-2.53,350,63,0.355,0.385,81,0.395,0.385
184,2019-10-16_23-32-36,185,5082,CYMAO[S],s,-,0.280,-,-,-,100,0.270,0.310,350,-,-
185,2019-10-16_23-32-36,186,5184,CYPARK[S],s,1.370,1.400,-0.030,-2.14,7657,211,1.360,1.370,1302,1.400,1.360
186,2019-10-16_23-32-36,187,7204,D&O[S],s,0.720,0.650,0.070,+10.77,353323,14181,0.720,0.725,2223,0.730,0.660
187,2019-10-16_23-32-36,188,8125,DAIBOCI[S],s,1.990,2.050,-0.060,-2.93,530,40,1.990,2.000,200,2.040,1.990
188,2019-10-16_23-32-36,189,8125WB,DAIBOCI-WB[S],s,-,0.285,-,-,-,15,0.220,0.280,200,-,-
189,2019-10-16_23-32-36,190,5276,DANCO[S],s,0.545,0.530,0.015,+2.83,17837,996,0.545,0.550,1530,0.555,0.540
190,2019-10-16_23-32-36,191,5276WA,DANCO-WA[S],s,0.275,0.265,0.010,+3.77,8028,305,0.270,0.275,70,0.285,0.270
191,2019-10-16_23-32-36,192,8338,DATAPRP[S],s,0.165,0.165,-,-,1121,3437,0.165,0.170,2477,0.165,0.165
192,2019-10-16_23-32-36,193,0091,DAYA,s,0.010,0.005,0.005,+100.00,4040,1328417,0.005,0.010,94481,0.010,0.010
193,2019-10-16_23-32-36,194,5141,DAYANG[S],s,1.890,2.150,-0.260,-12.09,378563,309,1.890,1.900,10311,2.170,1.870
194,2019-10-16_23-32-36,195,7179,DBE[S],s,0.025,0.030,-0.005,-16.67,3950,641637,0.025,0.030,27312,0.030,0.025
195,2019-10-16_23-32-36,196,7179WB,DBE-WB[S],s,0.005,0.005,-,-,16750,104064,0.005,0.010,260905,0.005,0.005
196,2019-10-16_23-32-36,197,3484,DBHD[S],s,0.430,0.425,0.005,+1.18,6115,110,0.430,0.435,633,0.435,0.425
197,2019-10-16_23-32-36,198,3484WA,DBHD-WA[S],s,0.065,0.070,-0.005,-7.14,1361,2844,0.065,0.070,2152,0.070,0.065
198,2019-10-16_23-32-36,199,7119,DEGEM[S],s,-,1.060,-,-,-,280,1.050,1.080,99,-,-
199,2019-10-16_23-32-36,200,5132,DELEUM[S],s,1.050,1.060,-0.010,-0.94,3884,30,1.050,1.060,450,1.070,1.040
200,2019-10-16_23-32-36,201,7212,DESTINI[S],s,0.205,0.200,0.005,+2.50,52621,576,0.205,0.210,2859,0.215,0.200
201,2019-10-16_23-32-36,202,7277,DIALOG[S],s,3.470,3.460,0.010,+0.29,129866,1636,3.460,3.480,1646,3.480,3.440
202,2019-10-16_23-32-36,203,6947,DIGI[S],s,4.710,4.630,0.080,+1.73,39361,1503,4.690,4.710,5292,4.710,4.640
203,2019-10-16_23-32-36,204,0029,DIGISTA,s,0.040,0.045,-0.005,-11.11,600,12470,0.040,0.045,8808,0.040,0.040
204,2019-10-16_23-32-36,205,0029WB,DIGISTA-WB,s,-,0.020,-,-,-,38152,0.015,0.020,382,-,-
205,2019-10-16_23-32-36,206,7528,DKLS[S],s,-,1.700,-,-,-,30,1.620,1.740,10,-,-
206,2019-10-16_23-32-36,207,5908,DKSH[S],s,2.520,2.520,-,-,79,21,2.520,2.550,30,2.520,2.520
207,2019-10-16_23-32-36,208,3026,DLADY[S],s,58.600,58.600,-,-,7,1,58.100,58.600,1,58.600,58.600
208,2019-10-16_23-32-36,209,4456,DNEX[S],s,0.275,0.275,-,-,122294,2739,0.275,0.280,12268,0.285,0.270
