,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
948,2019-10-13_21-58-08,948,5243,VELESTO[S],s,0.320,0.325,-0.005,-1.54,61463,57779,0.320,0.325,15239,0.325,0.320
949,2019-10-13_21-58-08,949,5243WA,VELESTO-WA[S],s,0.120,0.115,0.005,+4.35,30854,2661,0.115,0.120,35517,0.120,0.110
950,2019-10-13_21-58-08,950,4995,VERSATL[S],s,0.315,0.315,-,-,17,101,0.275,0.315,139,0.315,0.315
951,2019-10-13_21-58-08,951,7240,VERTICE[S],s,0.955,0.955,-,-,45335,708,0.950,0.955,1645,0.970,0.925
952,2019-10-13_21-58-08,952,7240WA,VERTICE-WA[S],s,0.580,0.585,-0.005,-0.85,2072,100,0.560,0.570,200,0.590,0.565
953,2019-10-13_21-58-08,953,0097,VITROX[S],s,8.000,7.980,0.020,+0.25,2379,4,7.990,8.000,1161,8.060,7.950
954,2019-10-13_21-58-08,954,7070,VIZIONE[S],s,0.900,0.900,-,-,16357,954,0.890,0.900,9692,0.905,0.890
955,2019-10-13_21-58-08,955,7070WC,VIZIONE-WC[S],s,0.390,0.390,-,-,810,220,0.385,0.390,217,0.390,0.390
956,2019-10-13_21-58-08,956,6963,VS[S],s,1.290,1.280,0.010,+0.78,46663,7249,1.280,1.290,1612,1.310,1.280
957,2019-10-13_21-58-08,957,5162,VSTECS[S],s,1.030,1.020,0.010,+0.98,120,408,1.020,1.030,470,1.030,1.020
958,2019-10-13_21-58-08,958,7203,WANGZNG,s,0.915,0.925,-0.010,-1.08,105,10,0.905,0.915,45,0.915,0.905
959,2019-10-13_21-58-08,959,5016,WARISAN,s,-,1.950,-,-,-,96,1.950,2.100,1,-,-
960,2019-10-13_21-58-08,960,5142,WASEONG[S],s,0.785,0.695,0.090,+12.95,91717,1244,0.785,0.790,478,0.815,0.700
961,2019-10-13_21-58-08,961,7226,WATTA[S],s,-,0.500,-,-,-,50,0.440,0.500,30,-,-
962,2019-10-13_21-58-08,962,3565,WCEHB[S],s,0.485,0.490,-0.005,-1.02,2752,790,0.480,0.485,575,0.495,0.485
963,2019-10-13_21-58-08,963,9679,WCT[S],s,0.955,0.955,-,-,5394,933,0.955,0.960,290,0.965,0.955
964,2019-10-13_21-58-08,964,9679WE,WCT-WE[S],s,0.065,0.070,-0.005,-7.14,28640,13193,0.060,0.065,3237,0.070,0.060
965,2019-10-13_21-58-08,965,7231,WELLCAL[S],s,1.150,1.150,-,-,870,657,1.150,1.170,40,1.180,1.150
966,2019-10-13_21-58-08,966,7692,WIDETEC,s,-,0.565,-,-,-,100,0.530,0.650,50,-,-
967,2019-10-13_21-58-08,967,0008,WILLOW[S],s,-,0.410,-,-,-,551,0.410,0.420,2500,-,-
968,2019-10-13_21-58-08,968,6378,WMG[S],s,0.080,0.075,0.005,+6.67,1210,2249,0.070,0.080,508,0.080,0.080
969,2019-10-13_21-58-08,969,7050,WONG[S],s,0.500,0.440,0.060,+13.64,4194,15,0.480,0.500,1296,0.500,0.430
970,2019-10-13_21-58-08,970,7025,WOODLAN[S],s,-,0.600,-,-,-,20,0.540,0.600,30,-,-
971,2019-10-13_21-58-08,971,5246,WPRTS[S],s,4.180,4.180,-,-,51263,132,4.170,4.180,758,4.220,4.160
972,2019-10-13_21-58-08,972,5009,WTHORSE[S],s,-,1.140,-,-,-,150,1.090,1.130,130,-,-
973,2019-10-13_21-58-08,973,4243,WTK[S],s,0.455,0.455,-,-,8256,2,0.455,0.460,702,0.455,0.445
974,2019-10-13_21-58-08,974,7245,WZSATU[S],s,0.265,0.255,0.010,+3.92,52981,430,0.260,0.265,2055,0.275,0.255
975,2019-10-13_21-58-08,975,7245WA,WZSATU-WA[S],s,0.135,0.125,0.010,+8.00,7612,2201,0.130,0.135,3397,0.135,0.125
976,2019-10-13_21-58-08,976,5156,XDL,s,0.080,0.085,-0.005,-5.88,5201,2136,0.080,0.085,15853,0.080,0.080
977,2019-10-13_21-58-08,977,5156WD,XDL-WD,s,0.010,0.010,-,-,1900,309539,0.005,0.010,10510,0.010,0.010
978,2019-10-13_21-58-08,978,7121,XIANLNG[S],s,-,0.370,-,-,-,100,0.365,0.370,198,-,-
979,2019-10-13_21-58-08,979,5267,XINHWA[S],s,0.485,0.495,-0.010,-2.02,64045,1562,0.480,0.485,33,0.515,0.485
980,2019-10-13_21-58-08,980,7003,Y&G[S],s,-,0.850,-,-,-,6,0.850,0.945,15,-,-
981,2019-10-13_21-58-08,981,7003WA,Y&G-WA[S],s,-,0.005,-,-,-,-,-,0.010,500,-,-
982,2019-10-13_21-58-08,982,5584,YEELEE[S],s,2.180,2.180,-,-,152,98,2.180,2.190,10,2.190,2.180
983,2019-10-13_21-58-08,983,5048,YILAI,s,-,0.600,-,-,-,50,0.575,0.625,16,-,-
984,2019-10-13_21-58-08,984,7293,YINSON[S],s,6.840,6.710,0.130,+1.94,16171,347,6.840,6.940,40,6.930,6.730
985,2019-10-13_21-58-08,985,7020,YKGI[S],s,0.100,0.100,-,-,500,2515,0.100,0.105,3403,0.100,0.100
986,2019-10-13_21-58-08,986,7020WB,YKGI-WB[S],s,0.005,0.005,-,-,1000,-,-,0.005,11744,0.005,0.005
987,2019-10-13_21-58-08,987,7014,YLI[S],s,0.205,0.200,0.005,+2.50,350,140,0.195,0.245,200,0.205,0.200
988,2019-10-13_21-58-08,988,3158,YNHPROP,s,2.480,2.480,-,-,280,25,2.430,2.480,60,2.480,2.440
989,2019-10-13_21-58-08,989,5159,YOCB[S],s,0.990,1.000,-0.010,-1.00,314,10,0.985,0.990,69,0.990,0.980
990,2019-10-13_21-58-08,990,7066,YONGTAI[S],s,0.170,0.170,-,-,40442,18270,0.165,0.170,11,0.175,0.165
991,2019-10-13_21-58-08,991,7066PA,YONGTAI-PA[S],s,0.150,0.155,-0.005,-3.23,860,144,0.150,0.155,498,0.150,0.135
992,2019-10-13_21-58-08,992,7066WA,YONGTAI-WA[S],s,0.025,0.030,-0.005,-16.67,300,5600,0.025,0.030,2871,0.025,0.025
993,2019-10-13_21-58-08,993,7178,YSPSAH[S],s,2.250,2.250,-,-,201,19,2.250,2.300,190,2.260,2.250
994,2019-10-13_21-58-08,994,4677,YTL,s,0.955,0.935,0.020,+2.14,18291,4812,0.950,0.955,11,0.960,0.930
995,2019-10-13_21-58-08,995,2577,YTLLAND,s,0.280,0.280,-,-,10291,10819,0.280,0.285,228,0.285,0.280
996,2019-10-13_21-58-08,996,6742,YTLPOWR,s,0.735,0.745,-0.010,-1.34,69055,12696,0.735,0.750,2991,0.755,0.735
997,2019-10-13_21-58-08,997,5109,YTLREIT,s,1.320,1.330,-0.010,-0.75,3628,5235,1.320,1.330,185,1.340,1.320
998,2019-10-13_21-58-08,998,7028,ZECON[S],s,0.315,0.315,-,-,5132,2168,0.315,0.320,2611,0.325,0.315
999,2019-10-13_21-58-08,999,2283,ZELAN[S],s,0.075,0.075,-,-,7300,500,0.075,0.080,14993,0.075,0.075
1000,2019-10-13_21-58-08,1000,5131,ZHULIAN[S],s,1.630,1.610,0.020,+1.24,359,70,1.610,1.630,248,1.630,1.600
