,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
0,2019-10-13_21-58-08,1,0012,3A[S],s,0.815,0.790,0.025,+3.16,1647,9,0.800,0.815,219,0.815,0.790
1,2019-10-13_21-58-08,2,7054,AASIA[S],s,-,0.110,-,-,-,350,0.110,0.120,1649,-,-
2,2019-10-13_21-58-08,3,5238,AAX[S],s,0.160,0.160,-,-,45454,79458,0.155,0.160,7390,0.165,0.155
3,2019-10-13_21-58-08,4,5238WA,AAX-WA[S],s,0.010,0.010,-,-,556,4629,0.010,0.015,108302,0.010,0.010
4,2019-10-13_21-58-08,5,7086,ABLEGRP[S],s,-,0.065,-,-,-,2948,0.060,0.070,1574,-,-
5,2019-10-13_21-58-08,6,2488,ABMB,s,2.700,2.630,0.070,+2.66,50488,96,2.690,2.700,705,2.740,2.570
6,2019-10-13_21-58-08,7,7131,ACME[S],s,-,0.240,-,-,-,201,0.210,0.280,70,-,-
7,2019-10-13_21-58-08,8,7120,ACOSTEC[S],s,0.400,0.400,-,-,2996,926,0.395,0.400,281,0.410,0.395
8,2019-10-13_21-58-08,9,5281,ADVCON[S],s,0.425,0.425,-,-,10386,341,0.420,0.425,529,0.435,0.420
9,2019-10-13_21-58-08,10,7191,ADVENTA[S],s,-,0.525,-,-,-,150,0.510,0.580,30,-,-
10,2019-10-13_21-58-08,11,9148,ADVPKG[S],s,2.080,2.080,-,-,20,20,2.070,2.130,100,2.080,2.080
11,2019-10-13_21-58-08,12,7146,AEM,s,0.100,0.100,-,-,2197,113,0.100,0.110,1140,0.115,0.100
12,2019-10-13_21-58-08,13,7146WA,AEM-WA,s,-,0.005,-,-,-,-,-,0.005,14141,-,-
13,2019-10-13_21-58-08,14,6599,AEON[S],s,1.520,1.520,-,-,6471,4,1.520,1.530,263,1.540,1.510
14,2019-10-13_21-58-08,15,5139,AEONCR,s,15.280,14.900,0.380,+2.55,1090,10,15.200,15.280,157,15.340,14.940
15,2019-10-13_21-58-08,16,5185,AFFIN,s,1.940,1.960,-0.020,-1.02,1560,231,1.940,1.960,36,1.960,1.940
16,2019-10-13_21-58-08,17,5198,AFUJIYA[S],s,-,0.550,-,-,-,50,0.510,0.530,50,-,-
17,2019-10-13_21-58-08,18,7315,AHB[S],s,0.120,0.120,-,-,800,3318,0.120,0.125,360,0.120,0.120
18,2019-10-13_21-58-08,19,7090,AHEALTH[S],s,2.250,2.170,0.080,+3.69,2008,32,2.250,2.260,108,2.250,2.180
19,2019-10-13_21-58-08,20,4952,AHP,s,-,0.775,-,-,-,50,0.775,0.800,87,-,-
20,2019-10-13_21-58-08,21,5099,AIRASIA,s,1.710,1.650,0.060,+3.64,71117,8134,1.710,1.720,940,1.730,1.670
21,2019-10-13_21-58-08,22,5014,AIRPORT,s,8.740,8.580,0.160,+1.86,16946,114,8.710,8.740,2678,8.760,8.600
22,2019-10-13_21-58-08,23,2682,AISB[S],s,-,0.220,-,-,-,88,0.220,0.245,140,-,-
23,2019-10-13_21-58-08,24,2658,AJI[S],s,16.020,16.280,-0.260,-1.60,332,6,16.020,16.080,10,16.240,16.000
24,2019-10-13_21-58-08,25,7609,AJIYA[S],s,0.405,0.410,-0.005,-1.22,703,897,0.405,0.420,50,0.410,0.405
25,2019-10-13_21-58-08,26,7609WA,AJIYA-WA[S],s,-,0.060,-,-,-,500,0.055,0.070,400,-,-
26,2019-10-13_21-58-08,27,5115,ALAM[S],s,0.090,0.090,-,-,6410,14284,0.090,0.095,47536,0.090,0.090
27,2019-10-13_21-58-08,28,5115WA,ALAM-WA[S],s,0.045,0.045,-,-,2767,43237,0.040,0.045,63421,0.045,0.040
28,2019-10-13_21-58-08,29,5116,ALAQAR[S],s,1.480,1.480,-,-,65,143,1.450,1.490,269,1.490,1.480
29,2019-10-13_21-58-08,30,2674,ALCOM[S],s,0.445,0.440,0.005,+1.14,140,117,0.445,0.470,60,0.465,0.445
30,2019-10-13_21-58-08,31,1163,ALLIANZ,s,13.960,14.000,-0.040,-0.29,73,14,13.900,14.160,12,14.160,13.880
31,2019-10-13_21-58-08,32,1163PA,ALLIANZ-PA,s,-,14.000,-,-,-,5,13.700,-,-,-,-
32,2019-10-13_21-58-08,33,5269,ALSREIT[S],s,-,0.870,-,-,-,40,0.860,0.890,40,-,-
33,2019-10-13_21-58-08,34,1015,AMBANK,s,3.850,3.830,0.020,+0.52,13611,815,3.840,3.850,3123,3.870,3.810
34,2019-10-13_21-58-08,35,0159,AMEDIA[S],Ss,-,0.135,-,-,-,-,-,-,-,-,-
35,2019-10-13_21-58-08,36,5120,AMFIRST,s,0.485,0.475,0.010,+2.11,3968,702,0.480,0.485,891,0.485,0.475
36,2019-10-13_21-58-08,37,1007,AMPROP[S],s,0.475,0.480,-0.005,-1.04,325,391,0.475,0.490,100,0.485,0.475
37,2019-10-13_21-58-08,38,1007PB,AMPROP-PB[S],s,0.435,0.425,0.010,+2.35,6,294,0.435,0.540,240,0.435,0.435
38,2019-10-13_21-58-08,39,7031,AMTEL,s,-,0.615,-,-,-,200,0.615,-,-,-,-
39,2019-10-13_21-58-08,40,5959,AMVERTON[S],s,1.120,1.030,0.090,+8.74,670,30,1.100,1.120,87,1.120,1.080
40,2019-10-13_21-58-08,41,6351,AMWAY[S],s,5.610,5.610,-,-,368,170,5.600,5.610,235,5.680,5.610
41,2019-10-13_21-58-08,42,7083,ANALABS[S],s,1.100,1.100,-,-,160,340,1.100,1.150,100,1.100,1.100
42,2019-10-13_21-58-08,43,4758,ANCOM[S],s,0.475,0.480,-0.005,-1.04,791,601,0.470,0.480,500,0.480,0.465
43,2019-10-13_21-58-08,44,6556,ANNJOO[S],s,1.160,1.170,-0.010,-0.85,9330,8,1.160,1.170,278,1.170,1.150
44,2019-10-13_21-58-08,45,6556PA,ANNJOO-PA,s,-,0.460,-,-,-,250,0.385,0.470,15,-,-
45,2019-10-13_21-58-08,46,9342,ANZO[S],s,0.025,0.025,-,-,240421,211350,0.020,0.025,11579,0.030,0.020
46,2019-10-13_21-58-08,47,9342WA,ANZO-WA[S],s,-,0.005,-,-,-,-,-,0.005,52296,-,-
47,2019-10-13_21-58-08,48,9342WB,ANZO-WB[S],s,0.015,0.015,-,-,2190,3160,0.015,0.020,800,0.020,0.015
48,2019-10-13_21-58-08,49,9342WC,ANZO-WC[S],s,-,0.005,-,-,-,-,-,0.005,193424,-,-
49,2019-10-13_21-58-08,50,5568,APB[S],s,0.480,0.500,-0.020,-4.00,10,10,0.480,0.500,350,0.480,0.480
50,2019-10-13_21-58-08,51,5088,APEX,s,-,0.800,-,-,-,1,0.805,0.845,12,-,-
51,2019-10-13_21-58-08,52,5194,APFT[S],s,0.005,0.005,-,-,20,527439,0.005,0.010,47255,0.005,0.005
52,2019-10-13_21-58-08,53,5015,APM[S],s,2.250,2.260,-0.010,-0.44,257,113,2.240,2.250,30,2.250,2.240
53,2019-10-13_21-58-08,54,6432,APOLLO[S],s,3.870,3.840,0.030,+0.78,80,10,3.830,3.880,10,3.870,3.850
54,2019-10-13_21-58-08,55,7214,ARANK[S],s,-,0.485,-,-,-,100,0.485,0.505,150,-,-
55,2019-10-13_21-58-08,56,7181,ARBB[S],s,0.315,0.310,0.005,+1.61,72252,1298,0.315,0.320,6000,0.330,0.310
56,2019-10-13_21-58-08,57,7181PA,ARBB-PA,s,0.115,0.115,-,-,47335,2763,0.115,0.120,8100,0.125,0.115
57,2019-10-13_21-58-08,58,7007,ARK[S],s,-,0.270,-,-,-,100,0.250,0.500,161,-,-
58,2019-10-13_21-58-08,59,7007WB,ARK-WB[S],s,-,0.090,-,-,-,644,0.030,0.390,1,-,-
59,2019-10-13_21-58-08,60,5210,ARMADA,s,0.385,0.365,0.020,+5.48,874117,96978,0.385,0.390,77771,0.385,0.365
60,2019-10-13_21-58-08,61,5127,ARREIT,s,0.765,0.765,-,-,799,153,0.765,0.770,152,0.765,0.760
61,2019-10-13_21-58-08,62,1481,ASB[S],s,0.130,0.130,-,-,3529,421,0.130,0.135,18306,0.130,0.130
62,2019-10-13_21-58-08,63,7722,ASIABRN[S],s,-,0.500,-,-,-,20,0.505,0.520,100,-,-
63,2019-10-13_21-58-08,64,7129,ASIAFLE[S],s,2.350,2.330,0.020,+0.86,98,2,2.350,2.370,10,2.350,2.350
64,2019-10-13_21-58-08,65,4057,ASIAPAC[S],s,0.120,0.115,0.005,+4.35,1500,2861,0.115,0.120,12663,0.120,0.115
65,2019-10-13_21-58-08,66,4057WB,ASIAPAC-WB[S],s,-,0.045,-,-,-,3322,0.035,0.045,879,-,-
66,2019-10-13_21-58-08,67,7162,ASTINO[S],s,0.690,0.650,0.040,+6.15,1780,10,0.685,0.690,83,0.690,0.660
67,2019-10-13_21-58-08,68,6399,ASTRO,s,1.380,1.350,0.030,+2.22,16295,80,1.370,1.380,230,1.380,1.330
68,2019-10-13_21-58-08,69,8176,ATAIMS[S],s,1.490,1.470,0.020,+1.36,10091,967,1.470,1.490,3,1.540,1.450
69,2019-10-13_21-58-08,70,7048,ATLAN,s,4.100,4.120,-0.020,-0.49,5,10,4.100,4.130,1,4.100,4.100
70,2019-10-13_21-58-08,71,5130,ATRIUM,s,1.030,1.030,-,-,657,848,1.030,1.040,587,1.040,1.030
71,2019-10-13_21-58-08,72,7099,ATTA[S],s,0.405,0.400,0.005,+1.25,491,9,0.405,0.415,13,0.405,0.405
72,2019-10-13_21-58-08,73,7099PA,ATTA-PA,s,-,0.090,-,-,-,1300,0.075,0.090,650,-,-
73,2019-10-13_21-58-08,74,7099WB,ATTA-WB[S],s,-,0.065,-,-,-,900,0.050,0.070,530,-,-
74,2019-10-13_21-58-08,75,7099WC,ATTA-WC[S],s,-,0.085,-,-,-,244,0.075,0.200,71,-,-
75,2019-10-13_21-58-08,76,8885,AVI[S],s,0.120,0.120,-,-,300,2220,0.120,0.125,2234,0.120,0.120
76,2019-10-13_21-58-08,77,7579,AWC[S],s,0.590,0.590,-,-,2930,674,0.590,0.595,438,0.600,0.585
77,2019-10-13_21-58-08,78,7579WA,AWC-WA[S],s,0.145,0.150,-0.005,-3.33,1322,1268,0.145,0.150,923,0.150,0.145
78,2019-10-13_21-58-08,79,6888,AXIATA[S],s,4.290,4.270,0.020,+0.47,89167,229,4.280,4.290,1500,4.290,4.260
79,2019-10-13_21-58-08,80,5106,AXREIT[S],s,1.840,1.810,0.030,+1.66,11528,2253,1.830,1.840,21710,1.840,1.810
80,2019-10-13_21-58-08,81,2305,AYER[S],s,4.000,4.020,-0.020,-0.50,80,2,4.000,4.100,5,4.000,4.000
81,2019-10-13_21-58-08,82,5021,AYS[S],s,-,0.300,-,-,-,500,0.290,0.300,1822,-,-
82,2019-10-13_21-58-08,83,7078,AZRB[S],s,0.370,0.365,0.005,+1.37,6698,1456,0.370,0.375,547,0.380,0.365
83,2019-10-13_21-58-08,84,7078WA,AZRB-WA[S],s,0.160,0.155,0.005,+3.23,30,400,0.155,0.170,50,0.160,0.160
84,2019-10-13_21-58-08,85,7251,BARAKAH[S],s,0.035,0.030,0.005,+16.67,24731,123831,0.030,0.035,193849,0.035,0.030
85,2019-10-13_21-58-08,86,4162,BAT,s,17.240,17.280,-0.040,-0.23,6172,66,17.240,17.280,10,17.440,17.220
86,2019-10-13_21-58-08,87,5248,BAUTO[S],s,2.190,2.200,-0.010,-0.45,18006,2646,2.190,2.200,93,2.240,2.190
87,2019-10-13_21-58-08,88,6602,BCB,s,-,0.245,-,-,-,300,0.235,0.250,40,-,-
88,2019-10-13_21-58-08,89,6173,BDB[S],s,0.340,0.350,-0.010,-2.86,1575,210,0.340,0.345,180,0.350,0.340
89,2019-10-13_21-58-08,90,5190,BENALEC,s,0.145,0.145,-,-,120,9007,0.140,0.145,510,0.145,0.140
90,2019-10-13_21-58-08,91,9814,BERTAM[S],s,-,0.185,-,-,-,2500,0.150,0.230,100,-,-
91,2019-10-13_21-58-08,92,8133,BHIC[S],s,-,1.280,-,-,-,20,1.250,1.280,58,-,-
92,2019-10-13_21-58-08,93,7005,BIG[S],s,-,0.300,-,-,-,150,0.285,0.310,42,-,-
93,2019-10-13_21-58-08,94,5258,BIMB[S],s,4.090,4.020,0.070,+1.74,1381,4895,4.000,4.090,661,4.090,4.000
94,2019-10-13_21-58-08,95,5258WA,BIMB-WA[S],s,0.250,0.240,0.010,+4.17,10414,1429,0.250,0.255,500,0.250,0.235
95,2019-10-13_21-58-08,96,6998,BINTAI[S],s,0.120,0.120,-,-,160,8455,0.115,0.120,1380,0.120,0.120
96,2019-10-13_21-58-08,97,6998WA,BINTAI-WA[S],s,-,0.020,-,-,-,8012,0.015,0.020,1267,-,-
97,2019-10-13_21-58-08,98,5032,BIPORT[S],s,3.980,3.980,-,-,40,20,3.920,4.000,35,3.980,3.910
98,2019-10-13_21-58-08,99,3239,BJASSET,s,0.305,0.305,-,-,1201,1460,0.295,0.305,317,0.305,0.300
99,2019-10-13_21-58-08,100,3239WB,BJASSET-WB,s,-,0.045,-,-,-,8000,0.040,0.050,1379,-,-
100,2019-10-13_21-58-08,101,3395,BJCORP,s,0.240,0.240,-,-,16314,118729,0.235,0.240,50825,0.240,0.235
101,2019-10-13_21-58-08,102,3395WB,BJCORP-WB,s,0.035,0.030,0.005,+16.67,500,22500,0.025,0.035,2359,0.035,0.035
102,2019-10-13_21-58-08,103,3395WC,BJCORP-WC,s,-,0.055,-,-,-,500,0.050,0.055,9429,-,-
103,2019-10-13_21-58-08,104,5196,BJFOOD,s,1.440,1.400,0.040,+2.86,2298,53,1.430,1.440,347,1.440,1.370
104,2019-10-13_21-58-08,105,4219,BJLAND,s,0.200,0.200,-,-,29774,32332,0.195,0.200,8773,0.200,0.195
105,2019-10-13_21-58-08,106,6025,BJMEDIA,s,0.185,0.245,-0.060,-24.49,15,44,0.185,0.220,20,0.185,0.185
106,2019-10-13_21-58-08,107,1562,BJTOTO,s,2.540,2.550,-0.010,-0.39,5889,223,2.530,2.540,4521,2.590,2.530
107,2019-10-13_21-58-08,108,1899,BKAWAN[S],s,15.740,15.740,-,-,32,18,15.740,15.800,20,15.740,15.740
108,2019-10-13_21-58-08,109,5069,BLDPLNT[S],s,-,5.720,-,-,-,30,5.020,5.750,50,-,-
109,2019-10-13_21-58-08,110,0168,BOILERM[S],s,0.620,0.625,-0.005,-0.80,1232,50,0.605,0.620,317,0.625,0.615
110,2019-10-13_21-58-08,111,9288,BONIA[S],s,0.235,0.235,-,-,260,1055,0.235,0.245,210,0.245,0.235
111,2019-10-13_21-58-08,112,7036,BORNOIL[S],s,0.045,0.045,-,-,17427,1117472,0.040,0.045,126138,0.045,0.040
112,2019-10-13_21-58-08,113,7036WC,BORNOIL-WC[S],s,0.020,0.020,-,-,4520,500,0.015,0.020,92571,0.020,0.015
113,2019-10-13_21-58-08,114,7036WD,BORNOIL-WD[S],s,0.020,0.020,-,-,2055,24334,0.015,0.020,52060,0.020,0.015
114,2019-10-13_21-58-08,115,6297,BOXPAK,s,-,1.100,-,-,-,84,1.100,1.180,70,-,-
115,2019-10-13_21-58-08,116,6297WA,BOXPAK-WA,s,-,0.065,-,-,-,1900,0.055,0.080,200,-,-
116,2019-10-13_21-58-08,117,5254,BPLANT[S],s,0.625,0.630,-0.005,-0.79,5753,18,0.620,0.625,6275,0.635,0.615
117,2019-10-13_21-58-08,118,5100,BPPLAS[S],s,0.995,0.990,0.005,+0.51,200,24,0.995,1.010,60,0.995,0.990
118,2019-10-13_21-58-08,119,5932,BPURI[S],s,0.125,0.125,-,-,10576,1569,0.120,0.125,18278,0.125,0.120
119,2019-10-13_21-58-08,120,9474,BRAHIMS[S],s,0.180,0.170,0.010,+5.88,28890,1275,0.180,0.185,1760,0.185,0.170
120,2019-10-13_21-58-08,121,8761,BREM[S],s,0.790,0.790,-,-,1052,4023,0.785,0.790,977,0.795,0.790
121,2019-10-13_21-58-08,122,9938,BRIGHT,s,-,0.180,-,-,-,600,0.160,0.175,12,-,-
122,2019-10-13_21-58-08,123,7221,BSLCORP[S],s,0.315,0.305,0.010,+3.28,6,2,0.310,0.315,9,0.315,0.305
123,2019-10-13_21-58-08,124,2771,BSTEAD[S],s,0.985,1.000,-0.015,-1.50,6214,23,0.985,0.990,210,1.020,0.980
124,2019-10-13_21-58-08,125,7188,BTM[S],s,0.095,0.095,-,-,350,60,0.095,0.100,2,0.095,0.095
125,2019-10-13_21-58-08,126,7188WA,BTM-WA[S],s,-,0.005,-,-,-,-,-,0.005,2740,-,-
126,2019-10-13_21-58-08,127,7188WB,BTM-WB[S],s,-,0.035,-,-,-,499,0.035,0.060,300,-,-
127,2019-10-13_21-58-08,128,1818,BURSA[S],s,6.080,6.040,0.040,+0.66,1953,103,6.070,6.080,541,6.080,6.040
128,2019-10-13_21-58-08,129,7174,CAB[S],s,0.460,0.450,0.010,+2.22,2658,434,0.455,0.460,330,0.460,0.445
129,2019-10-13_21-58-08,130,7174WA,CAB-WA[S],s,0.255,0.250,0.005,+2.00,70,600,0.260,0.285,50,0.255,0.245
130,2019-10-13_21-58-08,131,7154,CAELY[S],s,0.425,0.415,0.010,+2.41,4770,564,0.420,0.425,85,0.435,0.425
131,2019-10-13_21-58-08,132,7154WA,CAELY-WA[S],s,0.250,0.230,0.020,+8.70,1574,230,0.250,0.255,50,0.250,0.235
132,2019-10-13_21-58-08,133,7128,CAMRES[S],s,-,0.235,-,-,-,100,0.220,0.250,482,-,-
133,2019-10-13_21-58-08,134,5105,CANONE[S],s,3.190,3.220,-0.030,-0.93,282,41,3.190,3.260,4,3.220,3.190
134,2019-10-13_21-58-08,135,5229,CAP,Ss,-,0.010,-,-,-,-,-,-,-,-,-
135,2019-10-13_21-58-08,136,5257,CARIMIN[S],s,1.210,1.170,0.040,+3.42,75054,1493,1.200,1.210,149,1.220,1.180
136,2019-10-13_21-58-08,137,5245,CARING,s,2.140,2.100,0.040,+1.90,215,17,2.140,2.150,12,2.150,2.110
137,2019-10-13_21-58-08,138,2836,CARLSBG,s,27.380,27.500,-0.120,-0.44,1862,10,27.380,27.420,2,27.500,27.100
138,2019-10-13_21-58-08,139,7076,CBIP[S],s,0.810,0.810,-,-,169,10,0.810,0.815,80,0.810,0.800
139,2019-10-13_21-58-08,140,7076WA,CBIP-WA[S],s,-,0.005,-,-,-,-,-,0.005,28459,-,-
140,2019-10-13_21-58-08,141,2925,CCB,s,1.270,1.290,-0.020,-1.55,32,93,1.260,1.330,48,1.330,1.270
141,2019-10-13_21-58-08,142,7035,CCK[S],s,0.500,0.505,-0.005,-0.99,12316,772,0.500,0.505,424,0.520,0.500
142,2019-10-13_21-58-08,143,7035WA,CCK-WA[S],s,0.095,0.095,-,-,6705,13899,0.090,0.095,1070,0.095,0.095
143,2019-10-13_21-58-08,144,2879,CCM[S],s,1.650,1.600,0.050,+3.13,10,30,1.600,1.650,20,1.650,1.650
144,2019-10-13_21-58-08,145,5195,CENSOF[S],s,0.125,0.125,-,-,2008,1679,0.125,0.130,4126,0.130,0.125
145,2019-10-13_21-58-08,146,8982,CEPAT[S],s,0.510,0.500,0.010,+2.00,311,49,0.505,0.510,120,0.510,0.500
146,2019-10-13_21-58-08,147,8435,CEPCO[S],s,-,0.530,-,-,-,50,0.480,0.530,24,-,-
147,2019-10-13_21-58-08,148,8044,CFM[S],s,-,1.110,-,-,-,35,1.110,1.300,150,-,-
148,2019-10-13_21-58-08,149,8052,CGB[S],s,-,0.525,-,-,-,100,0.450,-,-,-,-
149,2019-10-13_21-58-08,150,7209,CHEETAH[S],s,0.305,0.310,-0.005,-1.61,75,48,0.305,0.315,80,0.305,0.305
150,2019-10-13_21-58-08,151,7187,CHGP[S],s,-,0.275,-,-,-,200,0.275,0.290,140,-,-
151,2019-10-13_21-58-08,152,7187WA,CHGP-WA[S],s,-,0.130,-,-,-,200,0.105,0.130,117,-,-
152,2019-10-13_21-58-08,153,5738,CHHB,s,-,1.380,-,-,-,10,1.280,1.380,20,-,-
153,2019-10-13_21-58-08,154,5738WB,CHHB-WB,s,-,0.240,-,-,-,150,0.230,0.250,10,-,-
154,2019-10-13_21-58-08,155,5273,CHINHIN[S],s,0.760,0.765,-0.005,-0.65,2334,700,0.755,0.760,576,0.765,0.760
155,2019-10-13_21-58-08,156,1929,CHINTEK,s,-,6.300,-,-,-,10,6.300,6.520,10,-,-
156,2019-10-13_21-58-08,157,5007,CHINWEL[S],s,1.670,1.670,-,-,50,60,1.670,1.750,60,1.670,1.670
157,2019-10-13_21-58-08,158,5797,CHOOBEE[S],s,-,1.380,-,-,-,40,1.330,1.360,2,-,-
158,2019-10-13_21-58-08,159,7016,CHUAN[S],s,-,0.370,-,-,-,100,0.350,0.375,138,-,-
159,2019-10-13_21-58-08,160,2828,CIHLDG,s,1.420,1.380,0.040,+2.90,205,18,1.400,1.420,3,1.420,1.380
160,2019-10-13_21-58-08,161,1023,CIMB,s,4.860,4.860,-,-,38487,145,4.860,4.870,8462,4.900,4.850
161,2019-10-13_21-58-08,162,7117,CJCEN[S],s,0.395,0.395,-,-,740,210,0.395,0.400,515,0.395,0.390
162,2019-10-13_21-58-08,163,7018,CME[S],s,-,0.035,-,-,-,4809,0.035,0.040,9856,-,-
163,2019-10-13_21-58-08,164,7018WA,CME-WA[S],s,-,0.025,-,-,-,43700,0.025,0.030,9297,-,-
164,2019-10-13_21-58-08,165,5180,CMMT,s,1.050,1.050,-,-,189,1928,1.050,1.060,375,1.060,1.050
165,2019-10-13_21-58-08,166,2852,CMSB[S],s,2.390,2.360,0.030,+1.27,5578,124,2.390,2.400,96,2.410,2.380
166,2019-10-13_21-58-08,167,7986,CNASIA[S],s,-,0.460,-,-,-,40,0.400,0.445,50,-,-
167,2019-10-13_21-58-08,168,5104,CNI[S],s,0.060,0.060,-,-,2100,940,0.060,0.065,17481,0.060,0.060
168,2019-10-13_21-58-08,169,5188,CNOUHUA,s,0.040,0.035,0.005,+14.29,3550,8380,0.035,0.040,613,0.040,0.040
169,2019-10-13_21-58-08,170,5071,COASTAL,s,0.940,0.930,0.010,+1.08,926,284,0.940,0.950,10,0.955,0.935
170,2019-10-13_21-58-08,171,7205,COCOLND[S],s,2.030,1.980,0.050,+2.53,514,5,2.010,2.030,49,2.050,1.980
171,2019-10-13_21-58-08,172,7195,COMCORP,s,-,0.070,-,-,-,100,0.065,0.075,489,-,-
172,2019-10-13_21-58-08,173,2127,COMFORT[S],s,0.775,0.775,-,-,1332,258,0.775,0.780,958,0.780,0.770
173,2019-10-13_21-58-08,174,5136,COMPLET[S],s,0.685,0.690,-0.005,-0.72,50,100,0.685,0.700,80,0.685,0.685
174,2019-10-13_21-58-08,175,5037,COMPUGT[S],s,0.020,0.020,-,-,5300,403970,0.015,0.020,1100,0.020,0.020
175,2019-10-13_21-58-08,176,8591,CRESBLD[S],s,0.950,0.950,-,-,20,400,0.940,0.950,466,0.950,0.950
176,2019-10-13_21-58-08,177,6718,CRESNDO[S],s,1.190,1.200,-0.010,-0.83,10,10,1.190,1.220,50,1.190,1.190
177,2019-10-13_21-58-08,178,7202,CSCENIC[S],s,1.020,1.010,0.010,+0.99,132,780,1.000,1.020,9,1.020,1.010
178,2019-10-13_21-58-08,179,5094,CSCSTEL[S],s,0.980,0.990,-0.010,-1.01,115,21,0.980,0.995,138,0.980,0.980
179,2019-10-13_21-58-08,180,0051,CUSCAPI[S],s,0.165,0.170,-0.005,-2.94,15674,6643,0.165,0.170,9865,0.170,0.165
180,2019-10-13_21-58-08,181,5049,CVIEW[S],s,-,1.310,-,-,-,30,1.240,1.650,50,-,-
181,2019-10-13_21-58-08,182,9423,CWG[S],s,0.455,0.425,0.030,+7.06,850,50,0.425,0.455,114,0.455,0.425
182,2019-10-13_21-58-08,183,7157,CYL[S],s,-,0.395,-,-,-,30,0.350,0.385,30,-,-
183,2019-10-13_21-58-08,184,5082,CYMAO[S],s,-,0.280,-,-,-,100,0.280,0.310,250,-,-
184,2019-10-13_21-58-08,185,5184,CYPARK[S],s,1.360,1.280,0.080,+6.25,30601,1711,1.350,1.360,41550,1.370,1.330
185,2019-10-13_21-58-08,186,7204,D&O[S],s,0.610,0.595,0.015,+2.52,33441,200,0.605,0.610,1765,0.610,0.595
186,2019-10-13_21-58-08,187,8125,DAIBOCI[S],s,1.940,1.870,0.070,+3.74,338,82,1.880,1.940,50,1.950,1.880
187,2019-10-13_21-58-08,188,8125WB,DAIBOCI-WB[S],s,-,0.245,-,-,-,230,0.205,0.235,211,-,-
188,2019-10-13_21-58-08,189,5276,DANCO[S],s,0.500,0.500,-,-,840,200,0.495,0.505,565,0.510,0.500
189,2019-10-13_21-58-08,190,5276WA,DANCO-WA[S],s,-,0.225,-,-,-,800,0.225,0.230,500,-,-
190,2019-10-13_21-58-08,191,8338,DATAPRP[S],s,0.165,0.170,-0.005,-2.94,3380,3800,0.165,0.170,230,0.170,0.165
191,2019-10-13_21-58-08,192,0091,DAYA,s,0.010,0.005,0.005,+100.00,1270,1131974,0.005,0.010,95378,0.010,0.005
192,2019-10-13_21-58-08,193,5141,DAYANG[S],s,1.970,1.840,0.130,+7.07,134988,1245,1.960,1.970,4810,1.980,1.840
193,2019-10-13_21-58-08,194,7179,DBE[S],s,0.030,0.030,-,-,1700,606747,0.025,0.030,24145,0.030,0.030
194,2019-10-13_21-58-08,195,7179WB,DBE-WB[S],s,-,0.005,-,-,-,110830,0.005,0.010,253400,-,-
195,2019-10-13_21-58-08,196,3484,DBHD[S],s,0.405,0.410,-0.005,-1.22,2100,200,0.395,0.415,300,0.410,0.405
196,2019-10-13_21-58-08,197,3484WA,DBHD-WA[S],s,0.060,0.065,-0.005,-7.69,27,1140,0.060,0.070,1503,0.060,0.060
197,2019-10-13_21-58-08,198,7119,DEGEM[S],s,-,1.040,-,-,-,270,1.040,1.050,10,-,-
198,2019-10-13_21-58-08,199,5132,DELEUM[S],s,1.070,1.070,-,-,3571,110,1.050,1.070,240,1.070,1.050
199,2019-10-13_21-58-08,200,7212,DESTINI[S],s,0.205,0.210,-0.005,-2.38,34781,4068,0.200,0.205,5254,0.215,0.200
200,2019-10-13_21-58-08,201,7277,DIALOG[S],s,3.400,3.390,0.010,+0.29,67123,17138,3.390,3.400,9966,3.430,3.370
201,2019-10-13_21-58-08,202,6947,DIGI[S],s,4.690,4.640,0.050,+1.08,14665,1500,4.680,4.690,185,4.690,4.640
202,2019-10-13_21-58-08,203,0029,DIGISTA,s,-,0.045,-,-,-,11320,0.040,0.045,9948,-,-
203,2019-10-13_21-58-08,204,0029WB,DIGISTA-WB,s,-,0.015,-,-,-,8652,0.015,0.020,3882,-,-
204,2019-10-13_21-58-08,205,7528,DKLS[S],s,-,1.700,-,-,-,14,1.630,1.750,15,-,-
205,2019-10-13_21-58-08,206,5908,DKSH[S],s,2.520,2.530,-0.010,-0.40,70,59,2.520,2.550,30,2.550,2.520
206,2019-10-13_21-58-08,207,3026,DLADY[S],s,-,57.900,-,-,-,6,57.900,58.980,1,-,-
207,2019-10-13_21-58-08,208,4456,DNEX[S],s,0.280,0.265,0.015,+5.66,168638,5839,0.280,0.285,7649,0.285,0.265
208,2019-10-13_21-58-08,209,4456WD,DNEX-WD[S],s,0.065,0.060,0.005,+8.33,59324,65033,0.060,0.065,30898,0.070,0.060
209,2019-10-13_21-58-08,210,7114,DNONCE,s,0.370,0.380,-0.010,-2.63,50,50,0.375,0.380,200,0.370,0.370
210,2019-10-13_21-58-08,211,7114WA,DNONCE-WA,s,0.145,0.135,0.010,+7.41,500,200,0.125,0.150,1000,0.145,0.140
211,2019-10-13_21-58-08,212,5835,DOLMITE,s,-,0.165,-,-,-,2777,0.160,0.180,500,-,-
