,Collect_DateTime,No,Code,Name,Rem,Last,Done,LACP,Chg,%,Chg,Vol,('00),Buy,Vol,('00)
211,2019-10-15_15-10-23,212,7114WA,DNONCE-WA,s,-,0.145,-,-,-,370,0.135,0.145,70,-,-
212,2019-10-15_15-10-23,213,5835,DOLMITE,s,0.165,0.165,-,-,50,350,0.165,0.175,100,0.165,0.165
213,2019-10-15_15-10-23,214,5265,DOLPHIN[S],s,0.100,0.100,-,-,420,120,0.095,0.100,1980,0.100,0.095
214,2019-10-15_15-10-23,215,5265WA,DOLPHIN-WA[S],s,0.020,0.020,-,-,100,1500,0.015,0.020,1810,0.020,0.020
215,2019-10-15_15-10-23,216,7169,DOMINAN[S],s,-,1.280,-,-,-,23,1.250,1.280,199,-,-
216,2019-10-15_15-10-23,217,7169WA,DOMINAN-WA[S],s,-,0.045,-,-,-,600,0.025,0.050,2020,-,-
217,2019-10-15_15-10-23,218,7148,DPHARMA[S],s,1.380,1.370,0.010,+0.73,1335,382,1.370,1.380,399,1.380,1.370
218,2019-10-15_15-10-23,219,7198,DPS[S],s,0.055,0.055,-,-,1319,1934,0.055,0.060,7271,0.055,0.055
219,2019-10-15_15-10-23,220,7198WB,DPS-WB[S],s,-,0.025,-,-,-,21281,0.020,0.030,3450,-,-
220,2019-10-15_15-10-23,221,1619,DRBHCOM[S],s,2.400,2.400,-,-,17267,2384,2.390,2.400,159,2.420,2.380
221,2019-10-15_15-10-23,222,5216,DSONIC[S],s,0.945,0.945,-,-,67015,1444,0.940,0.945,63,0.960,0.935
222,2019-10-15_15-10-23,223,5216WA,DSONIC-WA[S],s,0.455,0.445,0.010,+2.25,36431,3274,0.450,0.455,1652,0.460,0.445
223,2019-10-15_15-10-23,224,7233,DUFU[S],s,3.170,3.030,0.140,+4.62,15132,104,3.160,3.180,709,3.180,3.050
224,2019-10-15_15-10-23,225,3948,DUTALND,s,-,0.420,-,-,-,159,0.410,0.420,1221,-,-
225,2019-10-15_15-10-23,226,7165,DWL[S],s,0.525,0.520,0.005,+0.96,2269,1070,0.520,0.525,118,0.525,0.520
226,2019-10-15_15-10-23,227,7165PA,DWL-PA[S],s,-,0.175,-,-,-,1410,0.175,0.190,100,-,-
227,2019-10-15_15-10-23,228,7165WA,DWL-WA[S],s,0.180,0.190,-0.010,-5.26,1022,448,0.180,0.185,783,0.185,0.175
228,2019-10-15_15-10-23,229,5178,DYNACIA,s,0.080,0.075,0.005,+6.67,13500,168475,0.075,0.080,8701,0.080,0.080
229,2019-10-15_15-10-23,230,5178PA,DYNACIA-PA,s,-,0.045,-,-,-,8390,0.045,0.050,890,-,-
230,2019-10-15_15-10-23,231,5178WA,DYNACIA-WA,s,-,0.035,-,-,-,18444,0.025,0.035,6569,-,-
231,2019-10-15_15-10-23,232,3417,E&O[S],s,0.670,0.670,-,-,1640,1595,0.665,0.670,1570,0.670,0.670
232,2019-10-15_15-10-23,233,2097,EASTLND[S],s,0.080,0.080,-,-,12,4079,0.080,0.090,899,0.080,0.080
233,2019-10-15_15-10-23,234,5259,EATECH[S],s,0.405,0.405,-,-,3242,1993,0.400,0.405,2122,0.410,0.405
234,2019-10-15_15-10-23,235,2143,ECM,s,0.240,0.250,-0.010,-4.00,13,877,0.240,0.275,2000,0.240,0.240
235,2019-10-15_15-10-23,236,3557,ECOFIRS[S],s,0.340,0.345,-0.005,-1.45,120,880,0.340,0.345,30,0.340,0.340
236,2019-10-15_15-10-23,237,0059,ECOHLDS,s,0.190,0.190,-,-,309,352,0.190,0.205,500,0.190,0.190
237,2019-10-15_15-10-23,238,5253,ECONBHD[S],s,0.760,0.755,0.005,+0.66,22408,10577,0.755,0.760,1634,0.765,0.750
238,2019-10-15_15-10-23,239,5253WA,ECONBHD-WA[S],s,0.195,0.195,-,-,5700,2487,0.190,0.195,4288,0.200,0.190
239,2019-10-15_15-10-23,240,8206,ECOWLD[S],s,0.650,0.655,-0.005,-0.76,24876,13070,0.650,0.655,5689,0.660,0.650
240,2019-10-15_15-10-23,241,8206WA,ECOWLD-WA[S],s,0.145,0.155,-0.010,-6.45,300,1752,0.145,0.150,208,0.155,0.145
241,2019-10-15_15-10-23,242,5036,EDARAN[S],s,0.425,0.420,0.005,+1.19,1025,195,0.425,0.430,67,0.430,0.420
242,2019-10-15_15-10-23,243,7471,EDEN,s,0.135,0.135,-,-,8713,11032,0.135,0.140,14580,0.135,0.135
243,2019-10-15_15-10-23,244,7471WB,EDEN-WB,s,0.045,0.045,-,-,2800,25151,0.040,0.045,18,0.045,0.045
244,2019-10-15_15-10-23,245,1368,EDGENTA[S],s,3.350,3.340,0.010,+0.30,506,97,3.340,3.350,150,3.350,3.330
245,2019-10-15_15-10-23,246,0064,EFFICEN,s,0.170,0.165,0.005,+3.03,749,1231,0.170,0.175,139,0.170,0.170
246,2019-10-15_15-10-23,247,0065,EFORCE[S],s,0.650,0.650,-,-,96481,10972,0.650,0.655,7173,0.670,0.650
247,2019-10-15_15-10-23,248,8907,EG[S],s,0.400,0.405,-0.005,-1.23,19550,2420,0.400,0.405,1600,0.430,0.400
248,2019-10-15_15-10-23,249,8907PA,EG-PA,s,0.405,0.400,0.005,+1.25,355,345,0.405,0.425,100,0.410,0.405
249,2019-10-15_15-10-23,250,8907WC,EG-WC[S],s,0.080,0.075,0.005,+6.67,7074,3900,0.075,0.085,1027,0.090,0.080
250,2019-10-15_15-10-23,251,5081,EIG[S],s,-,0.545,-,-,-,30,0.525,0.545,12,-,-
251,2019-10-15_15-10-23,252,5208,EITA[S],s,-,1.380,-,-,-,1,1.380,1.410,18,-,-
252,2019-10-15_15-10-23,253,7182,EKA[S],s,-,0.045,-,-,-,160,0.045,0.050,3014,-,-
253,2019-10-15_15-10-23,254,8877,EKOVEST[S],s,0.815,0.815,-,-,154749,15420,0.810,0.815,13986,0.820,0.805
254,2019-10-15_15-10-23,255,9016,EKSONS[S],s,0.710,0.750,-0.040,-5.33,6,20,0.735,0.745,70,0.710,0.710
255,2019-10-15_15-10-23,256,5228,ELKDESA,s,1.630,1.640,-0.010,-0.61,163,1310,1.620,1.640,661,1.630,1.630
256,2019-10-15_15-10-23,257,0090,ELSOFT[S],s,1.010,1.020,-0.010,-0.98,49336,5075,1.010,1.020,1726,1.050,1.010
257,2019-10-15_15-10-23,258,7217,EMETALL[S],s,0.350,0.350,-,-,300,450,0.345,0.350,7,0.350,0.345
258,2019-10-15_15-10-23,259,9091,EMICO[S],s,0.160,0.150,0.010,+6.67,25,100,0.155,0.160,1055,0.160,0.150
259,2019-10-15_15-10-23,260,6076,ENCORP,s,-,0.290,-,-,-,150,0.280,0.290,20,-,-
260,2019-10-15_15-10-23,261,7149,ENGKAH[S],s,-,1.030,-,-,-,30,0.885,1.030,107,-,-
261,2019-10-15_15-10-23,262,5056,ENGTEX[S],s,0.565,0.565,-,-,4693,2330,0.560,0.565,1690,0.565,0.565
262,2019-10-15_15-10-23,263,8613,ENRA[S],s,-,1.200,-,-,-,40,1.140,1.200,81,-,-
263,2019-10-15_15-10-23,264,7773,EPMB[S],s,0.350,0.345,0.005,+1.45,100,100,0.320,0.350,18,0.350,0.340
264,2019-10-15_15-10-23,265,6815,EUPE[S],s,-,0.630,-,-,-,300,0.605,0.635,1270,-,-
265,2019-10-15_15-10-23,266,7208,EURO[S],s,0.090,0.090,-,-,2,508,0.090,0.095,300,0.090,0.090
266,2019-10-15_15-10-23,267,7094,EUROSP[S],s,-,0.360,-,-,-,200,0.380,0.400,20,-,-
267,2019-10-15_15-10-23,268,5101,EVERGRN[S],s,0.260,0.260,-,-,500,750,0.260,0.265,1160,0.260,0.260
268,2019-10-15_15-10-23,269,7249,EWEIN[S],s,0.620,0.630,-0.010,-1.59,6685,80,0.620,0.625,1720,0.630,0.620
269,2019-10-15_15-10-23,270,7249WB,EWEIN-WB[S],s,0.190,0.195,-0.005,-2.56,5073,857,0.190,0.195,1120,0.195,0.190
270,2019-10-15_15-10-23,271,5283,EWINT,s,0.775,0.775,-,-,6139,424,0.775,0.780,4071,0.780,0.775
271,2019-10-15_15-10-23,272,5283WA,EWINT-WA,s,0.115,0.120,-0.005,-4.17,6650,9421,0.110,0.115,1090,0.120,0.110
272,2019-10-15_15-10-23,273,3689,F&N[S],s,34.400,34.460,-0.060,-0.17,67,11,34.380,34.420,13,34.600,34.020
273,2019-10-15_15-10-23,274,2984,FACBIND,s,-,1.290,-,-,-,20,1.250,1.290,120,-,-
274,2019-10-15_15-10-23,275,7047,FAJAR[S],s,0.360,0.365,-0.005,-1.37,428,752,0.360,0.365,232,0.365,0.360
275,2019-10-15_15-10-23,276,5029,FAREAST[S],s,-,2.680,-,-,-,100,2.650,2.680,30,-,-
276,2019-10-15_15-10-23,277,6041,FARLIM,s,-,0.340,-,-,-,110,0.335,0.340,1232,-,-
277,2019-10-15_15-10-23,278,7229,FAVCO[S],s,2.670,2.700,-0.030,-1.11,250,96,2.670,2.690,10,2.690,2.650
278,2019-10-15_15-10-23,279,2755,FCW,s,-,0.620,-,-,-,97,0.610,-,-,-,-
279,2019-10-15_15-10-23,280,5222,FGV[S],s,1.000,1.030,-0.030,-2.91,26035,10749,1.000,1.010,5143,1.040,1.000
280,2019-10-15_15-10-23,281,6939,FIAMMA[S],s,-,0.490,-,-,-,630,0.485,0.495,272,-,-
281,2019-10-15_15-10-23,282,0149,FIBON,s,0.340,0.350,-0.010,-2.86,350,8,0.350,0.370,300,0.350,0.340
282,2019-10-15_15-10-23,283,8605,FIHB[S],s,0.365,0.365,-,-,192,107,0.360,0.365,204,0.365,0.365
283,2019-10-15_15-10-23,284,8605PA,FIHB-PA[S],s,-,0.095,-,-,-,300,0.060,0.095,499,-,-
284,2019-10-15_15-10-23,285,8605PB,FIHB-PB[S],s,-,0.075,-,-,-,1100,0.050,-,-,-,-
285,2019-10-15_15-10-23,286,3107,FIMACOR[S],s,-,1.740,-,-,-,70,1.730,1.740,1,-,-
286,2019-10-15_15-10-23,287,9318,FITTERS[S],s,0.385,0.395,-0.010,-2.53,14992,9434,0.385,0.390,3977,0.400,0.385
287,2019-10-15_15-10-23,288,5197,FLBHD,s,1.140,1.120,0.020,+1.79,885,770,1.140,1.150,90,1.150,1.120
288,2019-10-15_15-10-23,289,5277,FPGROUP[S],s,0.435,0.440,-0.005,-1.14,52318,892,0.435,0.440,6772,0.445,0.430
289,2019-10-15_15-10-23,290,9172,FPI[S],s,1.600,1.610,-0.010,-0.62,799,188,1.590,1.600,187,1.600,1.590
290,2019-10-15_15-10-23,291,7210,FREIGHT[S],s,0.615,0.610,0.005,+0.82,186,220,0.610,0.615,94,0.615,0.615
291,2019-10-15_15-10-23,292,0128,FRONTKN[S],s,1.730,1.720,0.010,+0.58,13861,7856,1.720,1.730,3845,1.730,1.710
292,2019-10-15_15-10-23,293,9377,FSBM,Ss,-,0.095,-,-,-,-,-,-,-,-,-
293,2019-10-15_15-10-23,294,9377WA,FSBM-WA,Ss,-,0.025,-,-,-,-,-,-,-,-,-
294,2019-10-15_15-10-23,295,7184,G3,s,3.410,3.420,-0.010,-0.29,1819,242,3.400,3.410,40,3.460,3.390
295,2019-10-15_15-10-23,296,7184WA,G3-WA,s,3.330,3.250,0.080,+2.46,276,100,3.210,3.350,40,3.330,3.300
296,2019-10-15_15-10-23,297,9261,GADANG[S],s,0.705,0.675,0.030,+4.44,42057,2647,0.700,0.705,2070,0.710,0.675
297,2019-10-15_15-10-23,298,9261WB,GADANG-WB[S],s,0.220,0.210,0.010,+4.76,23224,1440,0.215,0.220,1191,0.225,0.205
298,2019-10-15_15-10-23,299,5398,GAMUDA[S],s,3.770,3.770,-,-,14696,423,3.770,3.780,178,3.800,3.740
299,2019-10-15_15-10-23,300,5398WE,GAMUDA-WE[S],s,0.260,0.275,-0.015,-5.45,5902,731,0.255,0.260,7,0.275,0.260
300,2019-10-15_15-10-23,301,5209,GASMSIA[S],s,2.820,2.820,-,-,51,149,2.820,2.840,182,2.820,2.820
301,2019-10-15_15-10-23,302,5226,GBGAQRS[S],s,1.330,1.280,0.050,+3.91,21839,1871,1.330,1.340,2595,1.350,1.280
302,2019-10-15_15-10-23,303,5226WB,GBGAQRS-WB[S],s,0.395,0.380,0.015,+3.95,17017,479,0.390,0.395,353,0.400,0.375
303,2019-10-15_15-10-23,304,5102,GCB,s,4.630,4.560,0.070,+1.54,3094,175,4.620,4.630,50,4.700,4.600
304,2019-10-15_15-10-23,305,5592,GCE,s,-,0.470,-,-,-,100,0.470,0.500,110,-,-
305,2019-10-15_15-10-23,306,0078,GDEX[S],s,0.285,0.285,-,-,4615,17734,0.280,0.285,5650,0.290,0.280
306,2019-10-15_15-10-23,307,0078WB,GDEX-WB[S],s,0.020,0.025,-0.005,-20.00,2801,300,0.020,0.025,13620,0.025,0.020
307,2019-10-15_15-10-23,308,4715,GENM,s,3.050,3.050,-,-,24845,3807,3.040,3.050,5624,3.060,3.040
308,2019-10-15_15-10-23,309,2291,GENP[S],s,9.910,9.840,0.070,+0.71,739,100,9.890,9.950,15,10.000,9.830
309,2019-10-15_15-10-23,310,3182,GENTING,s,5.690,5.650,0.040,+0.71,25097,1260,5.690,5.700,2005,5.720,5.650
310,2019-10-15_15-10-23,311,7197,GESHEN[S],s,0.460,0.460,-,-,60,40,0.460,0.490,60,0.460,0.460
311,2019-10-15_15-10-23,312,5079,GETS[S],s,0.175,0.180,-0.005,-2.78,13258,15770,0.170,0.175,5535,0.185,0.170
312,2019-10-15_15-10-23,313,0021,GHLSYS[S],s,1.380,1.380,-,-,3888,550,1.380,1.400,383,1.400,1.380
313,2019-10-15_15-10-23,314,3204,GKENT[S],s,1.050,1.060,-0.010,-0.94,3353,1935,1.050,1.060,1481,1.060,1.050
314,2019-10-15_15-10-23,315,7382,GLBHD,s,-,0.420,-,-,-,140,0.405,0.425,300,-,-
315,2019-10-15_15-10-23,316,5020,GLOMAC[S],s,0.360,0.365,-0.005,-1.37,1,137,0.360,0.380,270,0.360,0.360
316,2019-10-15_15-10-23,317,5220,GLOTEC[S],s,0.370,0.365,0.005,+1.37,10939,200,0.365,0.370,1541,0.375,0.355
317,2019-10-15_15-10-23,318,5220WA,GLOTEC-WA[S],s,0.055,0.055,-,-,87,540,0.055,0.060,232,0.055,0.055
318,2019-10-15_15-10-23,319,9962,GMUTUAL[S],s,-,0.255,-,-,-,5,0.255,0.265,90,-,-
319,2019-10-15_15-10-23,320,1147,GOB,s,0.190,0.195,-0.005,-2.56,510,190,0.190,0.200,2145,0.190,0.190
320,2019-10-15_15-10-23,321,1147WA,GOB-WA,s,-,0.005,-,-,-,-,-,0.005,9292,-,-
321,2019-10-15_15-10-23,322,7192,GOODWAY[S],s,0.215,0.210,0.005,+2.38,1996,7829,0.210,0.215,821,0.215,0.210
322,2019-10-15_15-10-23,323,2135,GOPENG[S],s,-,0.710,-,-,-,50,0.640,0.700,10,-,-
323,2019-10-15_15-10-23,324,7096,GPA,s,0.100,0.100,-,-,100,1615,0.100,0.115,200,0.100,0.100
324,2019-10-15_15-10-23,325,7096WA,GPA-WA,s,-,0.045,-,-,-,14068,0.040,0.045,2938,-,-
325,2019-10-15_15-10-23,326,0082,GPACKET,s,0.765,0.740,0.025,+3.38,132777,14892,0.760,0.765,647,0.770,0.745
326,2019-10-15_15-10-23,327,0082WB,GPACKET-WB,s,0.315,0.315,-,-,327310,300,0.315,0.320,359404,0.320,0.310
327,2019-10-15_15-10-23,328,5649,GPHAROS[S],s,-,0.180,-,-,-,200,0.180,0.230,200,-,-
328,2019-10-15_15-10-23,329,0056,GRANFLO[S],s,0.280,0.275,0.005,+1.82,3183,630,0.275,0.280,736,0.280,0.275
329,2019-10-15_15-10-23,330,0136,GREENYB[S],s,0.120,0.125,-0.005,-4.00,495,9055,0.115,0.120,1000,0.120,0.115
330,2019-10-15_15-10-23,331,7077,GSB,s,0.180,0.175,0.005,+2.86,850,1080,0.175,0.180,6167,0.180,0.175
331,2019-10-15_15-10-23,332,7022,GTRONIC[S],s,2.100,2.030,0.070,+3.45,24254,471,2.090,2.100,211,2.140,1.990
332,2019-10-15_15-10-23,333,3247,GUH[S],s,-,0.475,-,-,-,200,0.475,0.485,31,-,-
333,2019-10-15_15-10-23,334,7676,GUNUNG,s,-,0.325,-,-,-,500,0.295,0.320,322,-,-
334,2019-10-15_15-10-23,335,7676WB,GUNUNG-WB,s,0.035,0.040,-0.005,-12.50,110,2680,0.030,0.035,460,0.035,0.035
335,2019-10-15_15-10-23,336,1503,GUOCO,s,0.655,0.655,-,-,815,30,0.650,0.655,270,0.655,0.650
336,2019-10-15_15-10-23,337,7668,HAIO,s,2.300,2.270,0.030,+1.32,1345,185,2.300,2.310,244,2.320,2.280
337,2019-10-15_15-10-23,338,7253,HANDAL[S],s,0.365,0.360,0.005,+1.39,1024,1624,0.360,0.370,1927,0.365,0.365
338,2019-10-15_15-10-23,339,3034,HAPSENG,s,9.790,9.850,-0.060,-0.61,725,44,9.790,9.800,176,9.850,9.780
339,2019-10-15_15-10-23,340,2062,HARBOUR[S],s,-,0.610,-,-,-,50,0.590,0.600,50,-,-
340,2019-10-15_15-10-23,341,2062WC,HARBOUR-WC[S],s,-,0.030,-,-,-,1000,0.025,0.100,390,-,-
341,2019-10-15_15-10-23,342,5008,HARISON,s,-,3.630,-,-,-,5,3.630,3.700,20,-,-
342,2019-10-15_15-10-23,343,7501,HARNLEN[S],s,-,0.615,-,-,-,60,0.550,0.610,100,-,-
343,2019-10-15_15-10-23,344,7501WB,HARNLEN-WB[S],s,0.070,0.070,-,-,102,483,0.070,0.090,260,0.100,0.070
344,2019-10-15_15-10-23,345,5168,HARTA[S],s,5.240,5.240,-,-,5925,241,5.240,5.250,2754,5.250,5.190
345,2019-10-15_15-10-23,346,5187,HBGLOB,s,0.115,0.065,0.050,+76.92,185270,5693,0.115,0.120,10164,0.155,0.110
346,2019-10-15_15-10-23,347,7105,HCK[S],s,1.220,1.230,-0.010,-0.81,760,550,1.210,1.220,180,1.220,1.220
347,2019-10-15_15-10-23,348,7105WA,HCK-WA[S],s,-,0.235,-,-,-,300,0.235,0.240,200,-,-
348,2019-10-15_15-10-23,349,3255,HEIM,s,25.020,24.440,0.580,+2.37,1070,4,25.020,25.040,19,25.080,24.500
349,2019-10-15_15-10-23,350,5121,HEKTAR,s,0.990,0.985,0.005,+0.51,1080,232,0.985,0.990,350,0.990,0.980
350,2019-10-15_15-10-23,351,4324,HENGYUAN[S],s,4.450,4.410,0.040,+0.91,1004,14,4.450,4.460,5,4.450,4.400
351,2019-10-15_15-10-23,352,5095,HEVEA[S],s,0.500,0.505,-0.005,-0.99,1009,1060,0.495,0.500,51,0.505,0.500
352,2019-10-15_15-10-23,353,5095WB,HEVEA-WB[S],s,-,0.230,-,-,-,110,0.235,0.400,100,-,-
353,2019-10-15_15-10-23,354,5151,HEXTAR[S],s,-,0.720,-,-,-,30,0.665,0.695,33,-,-
354,2019-10-15_15-10-23,355,3298,HEXZA,s,0.765,0.750,0.015,+2.00,1508,340,0.760,0.765,1,0.770,0.760
355,2019-10-15_15-10-23,356,5072,HIAPTEK[S],s,0.185,0.180,0.005,+2.78,27206,22895,0.185,0.190,15873,0.190,0.185
356,2019-10-15_15-10-23,357,5072WB,HIAPTEK-WB[S],s,0.040,0.040,-,-,16100,6857,0.035,0.040,1446,0.040,0.040
357,2019-10-15_15-10-23,358,5199,HIBISCS[S],s,0.970,0.935,0.035,+3.74,172001,388,0.970,0.975,5729,0.980,0.935
358,2019-10-15_15-10-23,359,5199WC,HIBISCS-WC[S],s,0.285,0.265,0.020,+7.55,133564,1310,0.285,0.290,6675,0.295,0.265
359,2019-10-15_15-10-23,360,7033,HIGHTEC[S],s,-,1.030,-,-,-,5,1.000,1.080,100,-,-
360,2019-10-15_15-10-23,361,8443,HIL,s,0.525,0.525,-,-,524,1110,0.520,0.525,26,0.525,0.525
361,2019-10-15_15-10-23,362,8443WB,HIL-WB,s,-,0.180,-,-,-,45,0.165,0.185,4,-,-
362,2019-10-15_15-10-23,363,5819,HLBANK,s,16.500,16.500,-,-,5517,995,16.480,16.500,181,16.680,16.360
363,2019-10-15_15-10-23,364,5274,HLCAP,Ss,-,9.600,-,-,-,-,-,-,-,-,-
364,2019-10-15_15-10-23,365,1082,HLFG,s,16.280,16.320,-0.040,-0.25,612,37,16.240,16.280,34,16.340,16.100
365,2019-10-15_15-10-23,366,3301,HLIND,s,10.300,10.480,-0.180,-1.72,127,10,10.320,10.480,10,10.600,10.300
366,2019-10-15_15-10-23,367,5169,HOHUP[S],s,0.505,0.505,-,-,969,2119,0.500,0.505,678,0.505,0.500
367,2019-10-15_15-10-23,368,5165,HOKHENG[S],s,-,0.620,-,-,-,60,0.615,0.640,459,-,-
368,2019-10-15_15-10-23,369,5160,HOMERIZ[S],s,0.650,0.655,-0.005,-0.76,654,151,0.650,0.655,888,0.655,0.650
369,2019-10-15_15-10-23,370,5160WA,HOMERIZ-WA[S],s,-,0.020,-,-,-,7818,0.015,0.020,433,-,-
370,2019-10-15_15-10-23,371,5160WB,HOMERIZ-WB[S],s,0.190,0.195,-0.005,-2.56,4210,7256,0.185,0.190,1188,0.190,0.185
371,2019-10-15_15-10-23,372,7010,HOOVER[S],s,0.530,0.530,-,-,850,100,0.460,0.580,100,0.530,0.530
372,2019-10-15_15-10-23,373,5291,HPMT,s,0.345,0.345,-,-,1390,886,0.345,0.350,630,0.350,0.345
373,2019-10-15_15-10-23,374,6238,HSL[S],s,1.330,1.330,-,-,1206,1353,1.330,1.340,497,1.330,1.330
374,2019-10-15_15-10-23,375,5138,HSPLANT[S],s,1.460,1.470,-0.010,-0.68,150,76,1.460,1.470,30,1.460,1.460
375,2019-10-15_15-10-23,376,0185,HSSEB[S],s,0.805,0.840,-0.035,-4.17,15656,561,0.805,0.810,170,0.835,0.790
376,2019-10-15_15-10-23,377,0185WA,HSSEB-WA[S],s,0.170,0.175,-0.005,-2.86,60,40,0.170,0.175,210,0.170,0.170
377,2019-10-15_15-10-23,378,5028,HTPADU[S],s,1.120,1.120,-,-,7784,1396,1.110,1.130,501,1.150,1.110
378,2019-10-15_15-10-23,379,2739,HUAAN[S],s,0.145,0.125,0.020,+16.00,196585,27591,0.145,0.150,56354,0.150,0.125
379,2019-10-15_15-10-23,380,5062,HUAYANG[S],s,0.330,0.340,-0.010,-2.94,162,654,0.330,0.335,300,0.335,0.330
380,2019-10-15_15-10-23,381,7013,HUBLINE[S],s,0.050,0.050,-,-,113787,26456,0.045,0.050,116216,0.050,0.045
381,2019-10-15_15-10-23,382,7013WA,HUBLINE-WA[S],s,-,0.005,-,-,-,-,-,0.005,170130,-,-
382,2019-10-15_15-10-23,383,7013WB,HUBLINE-WB[S],s,-,0.005,-,-,-,-,-,0.005,7788,-,-
383,2019-10-15_15-10-23,384,7013WC,HUBLINE-WC[S],s,-,0.025,-,-,-,117100,0.015,0.025,23495,-,-
384,2019-10-15_15-10-23,385,5000,HUMEIND,s,1.070,1.070,-,-,2447,1164,1.060,1.070,348,1.080,1.060
385,2019-10-15_15-10-23,386,5024,HUPSENG[S],s,0.900,0.905,-0.005,-0.55,237,549,0.900,0.905,1171,0.905,0.900
386,2019-10-15_15-10-23,387,8478,HWATAI[S],s,-,0.300,-,-,-,120,0.255,0.265,150,-,-
387,2019-10-15_15-10-23,388,9601,HWGB[S],s,0.075,0.080,-0.005,-6.25,2100,5215,0.070,0.075,42,0.075,0.075
388,2019-10-15_15-10-23,389,9601WD,HWGB-WD[S],s,0.015,0.020,-0.005,-25.00,80,125,0.015,0.020,1075,0.015,0.015
389,2019-10-15_15-10-23,390,4251,IBHD[S],s,0.295,0.300,-0.005,-1.67,400,308,0.290,0.295,201,0.295,0.295
390,2019-10-15_15-10-23,391,5084,IBRACO[S],s,-,0.530,-,-,-,300,0.525,0.545,72,-,-
391,2019-10-15_15-10-23,392,5108,ICAP,s,-,2.410,-,-,-,250,2.400,2.430,100,-,-
392,2019-10-15_15-10-23,393,5255,ICON[S],s,0.040,0.040,-,-,10368,16440,0.040,0.045,122461,0.045,0.040
393,2019-10-15_15-10-23,394,9113,ICONIC[S],s,0.320,0.305,0.015,+4.92,24029,2934,0.310,0.315,550,0.320,0.305
394,2019-10-15_15-10-23,395,9687,IDEAL[S],s,1.370,1.390,-0.020,-1.44,527,143,1.370,1.380,215,1.370,1.360
395,2019-10-15_15-10-23,396,9687WB,IDEAL-WB[S],s,0.380,0.350,0.030,+8.57,500,500,0.370,0.400,137,0.380,0.380
396,2019-10-15_15-10-23,397,5606,IGBB,s,2.740,2.790,-0.050,-1.79,116,120,2.710,2.740,4,2.750,2.740
397,2019-10-15_15-10-23,398,5606PA,IGBB-PA,s,-,1.220,-,-,-,313,1.220,1.230,29,-,-
398,2019-10-15_15-10-23,399,5606PB,IGBB-PB,s,-,3.000,-,-,-,30,3.000,-,-,-,-
399,2019-10-15_15-10-23,400,5227,IGBREIT,s,1.960,1.960,-,-,3343,7712,1.950,1.960,3868,1.970,1.950
400,2019-10-15_15-10-23,401,5225,IHH[S],s,5.630,5.770,-0.140,-2.43,6864,554,5.620,5.630,313,5.750,5.620
401,2019-10-15_15-10-23,402,3336,IJM[S],s,2.270,2.270,-,-,1408,630,2.260,2.270,962,2.270,2.250
402,2019-10-15_15-10-23,403,2216,IJMPLNT[S],s,-,1.500,-,-,-,150,1.500,1.550,45,-,-
403,2019-10-15_15-10-23,404,5268,IKHMAS[S],s,0.095,0.085,0.010,+11.76,61267,11973,0.090,0.095,14419,0.095,0.085
404,2019-10-15_15-10-23,405,5614,ILB,s,-,0.345,-,-,-,213,0.335,0.370,305,-,-
405,2019-10-15_15-10-23,406,7222,IMASPRO[S],s,2.130,2.130,-,-,900,91,2.040,2.110,550,2.130,2.070
406,2019-10-15_15-10-23,407,7243,IMPIANA[S],s,0.025,0.025,-,-,49050,987386,0.025,0.030,376689,0.025,0.025
407,2019-10-15_15-10-23,408,0166,INARI[S],s,2.000,2.000,-,-,30633,6714,1.990,2.000,7141,2.000,1.970
408,2019-10-15_15-10-23,409,0166WB,INARI-WB[S],s,1.440,1.450,-0.010,-0.69,37,500,1.450,1.460,43,1.440,1.440
409,2019-10-15_15-10-23,410,2607,INCKEN[S],s,0.605,0.610,-0.005,-0.82,20,10,0.600,0.605,510,0.605,0.605
410,2019-10-15_15-10-23,411,6262,INNO[S],s,0.620,0.620,-,-,20,280,0.620,0.630,30,0.620,0.620
411,2019-10-15_15-10-23,412,3379,INSAS,s,0.810,0.815,-0.005,-0.61,1784,1030,0.805,0.815,309,0.815,0.810
412,2019-10-15_15-10-23,413,3379PA,INSAS-PA,s,1.020,0.990,0.030,+3.03,13,14,0.995,1.020,3441,1.020,0.990
413,2019-10-15_15-10-23,414,3379WB,INSAS-WB,s,-,0.040,-,-,-,4150,0.030,0.035,32,-,-
414,2019-10-15_15-10-23,415,0192,INTA[S],s,0.265,0.270,-0.005,-1.85,4694,1603,0.265,0.270,5595,0.270,0.265
415,2019-10-15_15-10-23,416,1961,IOICORP[S],s,4.200,4.200,-,-,3812,1061,4.190,4.200,2036,4.220,4.180
416,2019-10-15_15-10-23,417,5249,IOIPG[S],s,1.130,1.140,-0.010,-0.88,8521,3591,1.130,1.140,4433,1.150,1.130
417,2019-10-15_15-10-23,418,5673,IPMUDA[S],s,-,0.370,-,-,-,651,0.360,0.430,60,-,-
418,2019-10-15_15-10-23,419,5107,IQGROUP[S],s,0.795,0.795,-,-,60,34,0.790,0.810,38,0.795,0.795
419,2019-10-15_15-10-23,420,8834,IREKA[S],s,-,0.490,-,-,-,50,0.430,0.490,638,-,-
420,2019-10-15_15-10-23,421,7183,IRETEX[S],s,0.095,0.100,-0.005,-5.00,660,4940,0.095,0.100,900,0.100,0.095
